id,name,type,lat,lon,speciality,street,locality,city,state,district,postcode,phone,website,opening_hours,amenity,healthcare,address_full
7628156120.0,Dr. Naqueeb Ahmad,node,21.2169508,79.1895922,,,,,Maharastra,Nagpur,441002,,,,doctors,doctor,"Prabuddha Vihar, Kamptee"
7628156121.0,Kumbhare Children Hospital & Skin Care Clinic,node,21.3835087,78.9255632,,,,,Maharastra,Nagpur,441107,,,,clinic,,"Beside Bus Stand, Bale Layout,Savner Plot No-79, Savner"
7628156122.0,Gurukrupa Poly Clinic,node,21.263683,79.1335338,,,,,Maharastra,Nagpur,441109,,,,clinic,,Nagpur
7628156137.0,Nandini Clinic,node,21.284018,79.101632,,,,,Maharastra,Nagpur,441102,,,,clinic,clinic,"Jai Hari, Opp. Munna Garage, Ward No. 2, Chankapur, khaperkheda, Nagpur"
7628156142.0,Jamal Clinic,node,21.2186796,79.1908824,,,,,Maharastra,Nagpur,441002,,,,clinic,clinic,"Waris Pura, Kamptee"
7628156143.0,Dr. Tatwawadi Clinic,node,21.3976845,79.26202,,,,,Maharastra,Nagpur,441401,,,,clinic,,"JN Road, Mansar, Nagpur"
7628156145.0,Dr. Malakar Clinic,node,21.396581,79.325694,,,,,Maharastra,Nagpur,441106,,,,clinic,,"Shivaji Ward, Ramtek"
7628343179.0,"Dr. Pawan Bajaj, Vyankatesh Homeopathy Clinic",node,20.5353696,76.1751619,,,,,Maharastra,Buldhana,443001,,,,clinic,,"Suvarna Nagaar, Buldana"
7628343186.0,Yashshree Clinic,node,20.709609,76.9842,,,,,Maharastra,Akola,444002,,,,clinic,,"Dabki Road, Dnyaneshwar Nagar, Ganesh Nagar, Old City, Akola"
7628343202.0,Al Hayat Clinic,node,20.663439,76.77092,,,,,Maharastra,Akola,444302,,,,clinic,,"Anjuman Road, Balapur"
7628343204.0,Shatayushi Clinic,node,20.8743826,76.2037824,,,,,Maharastra,Buldhana,443001,,,,clinic,,Malkapur
7628343209.0,Usha Clinic,node,20.691024,76.987063,,,,,Maharastra,Akola,444002,,,,clinic,,"Waahim Road, Nafees Bagh, Dahigaon Gawande, Akola"
7628343210.0,Dr. Subhash Tiwari Clinic,node,20.7048975,76.9934967,,,,,Maharastra,Akola,444002,,,,clinic,,"Kholeshwar, Akola"
7628343212.0,Gurukrupa Clinic,node,20.7210031,77.1526096,,,,,Maharastra,Akola,444102,,,,clinic,,"Main Road, Borgaon Manju"
7628343214.0,Shreya Clinic,node,20.526279,76.179392,,,,,Maharastra,Buldhana,443001,,,,clinic,,"Beside Yamaha showroom, Circular Road, Beside HDFC ATM, Ramnagar, Buldana"
7628343226.0,Sparsh Clinic,node,20.5333928,76.1774221,,,,,Maharastra,Buldhana,443001,,,,clinic,,"Chaitanyawadi, Buldana"
7628343229.0,Dr. Ashish Gupta Clinik,node,21.0985008,77.0591365,,,,,Maharastra,Akola,444101,,,,clinic,,"Rajasthan Chowk, Akot"
7628343234.0,Dr. Chetan Kukadkar Clinic,node,20.7177799,77.034225,,,,,Maharastra,Akola,444005,,,,clinic,,"Fattepurwadi, Vitthal Nagar, Mothi Umri, Akola"
7628343236.0,Matoshri Clinic,node,20.7213738,77.152401,,,,,Maharastra,Akola,444102,,,,clinic,,Borgaon Manju
7628343241.0,Sarvadnya Clinic,node,20.7157411,77.0290053,,,,,Maharastra,Akola,444005,,,,clinic,,"Palhade Layout, Vitthal Nagar, Mothi Umri, Akola"
7628343242.0,Dr. Vikas Magar's Clinic,node,20.354739,76.261008,,,,,Maharastra,Buldhana,443201,,,,clinic,,"Bus-Stop, Rautwadi, Chikhli"
7628343243.0,Spandan Clinic,node,20.3541264,76.2592291,,,,,Maharastra,Buldhana,443201,,,,clinic,,"Vir Sawarkar Nagar, Mahavir Nagar, Chikhli"
7628343244.0,Sirsat Clinic,node,20.5199884,76.194216,,,,,Maharastra,Buldhana,443001,,,,clinic,,"Vyanketesh Nagar, Ashtavinayak Nagar, Buldana"
7628343250.0,Lavhale Clinic,node,20.7146022,77.0331896,,,,,Maharastra,Akola,444005,,,,clinic,,"Siddharth Nagar, Mothi Umri, Akola"
7628343251.0,Ashirwad Clinic,node,21.100303,77.0562938,,,,,Maharastra,Akola,444101,,,,clinic,,"Shegaon Paratwada Road, Akot, Akola"
7628343253.0,Sarada Clinic,node,20.7087495,76.9893664,,,,,Maharastra,Akola,444002,,,,clinic,,"Dagdi Pul, Shivaji Nagar, Akola"
7628343257.0,Wagh Skin Clinic,node,20.5352888,76.1754609,,,,,Maharastra,Buldhana,443001,,,,clinic,,"Suvarna Nagaar, Buldana"
7628343259.0,Shri Clinic,node,20.523861,76.1830233,,,,,Maharastra,Buldhana,443001,,,,clinic,,"Ekata Nagar, Sai Nagar, Buldana"
7628343262.0,Shree Ambika Clinic,node,20.7165404,77.032205,,,,,Maharastra,Akola,444005,,,,clinic,,"Mothi Umri, Akola"
7628343265.0,A Y Clinic,node,20.7313092,77.005008,,,,,Maharastra,Akola,444003,,,,clinic,,"Jafrabad, Akola"
7628996034.0,Johar Clinic,node,20.7179547,77.0150784,,,,,Maharastra,Akola,444005,,,,clinic,,"Indrayani Marg, Panchavati Nagari, Tapadia Nagar, Akola"
7628996039.0,Tejasvi Multispaciality Clinic,node,20.706231,77.013923,,,,,Maharastra,Akola,444001,,,,clinic,,"Jawaharnagar Road, Shastri Nagar, Akola"
7628996041.0,Madhavbaug Clinic,node,20.7044271,77.0117962,,,,,Maharastra,Akola,444001,,,,clinic,,"Gore Apartment, Behind Akashwani Tower, Akola"
7628996054.0,Dr. Shobhane Eye Clinic,node,20.7135801,77.0186276,,,,,Maharastra,Akola,444001,,,,clinic,,"Mohite Plot, Choti, Umari"
7628996062.0,Sai Homeo Clinic,node,20.716817,77.010167,,,,,Maharastra,Akola,444001,,,,clinic,,"Maratha Nagar, Tapadia Nagar, Akola"
7628996077.0,Dr. A. R.Kibe Clinic,node,20.7068535,76.998256,,,,,Maharastra,Akola,444002,,,,clinic,,"Niranjan Hospital, New Bagwanth Plot, Akola"
7628996081.0,Sarvez Clinic,node,20.7070756,77.0163958,,,,,Maharastra,Akola,444001,,,,clinic,,"Ranpise Nagar, Akola"
7628996083.0,Dr. Samanpure Clinic,node,20.6784031,77.0317131,,,,,Maharastra,Akola,444004,,,,clinic,,"VHB Colony, Malkapur, Akola"
7628996084.0,Hiwrale Clinic,node,20.7081052,77.0179518,,,,,Maharastra,Akola,444005,,,,clinic,,"Jawahar Square, Behind Sai Datta Mandir, Akola"
7628996085.0,Kediya Skin Care Clinic,node,20.7120417,77.0100266,,,,,Maharastra,Akola,444001,,,,clinic,,"Mahanagar Palika Vyapari Sankul, School No 15 , Ratanlal Plots Square"
7628996087.0,Sushrut Clinic,node,20.7145911,77.0128097,,,,,Maharastra,Akola,444001,,,,clinic,,"Jatharpeth Road, Tapadia Nagar, Akola"
7628996092.0,Sachidanand Clinic,node,20.6781561,77.0198743,,,,,Maharastra,Akola,444004,,,,clinic,,"Keshav Nagar, Kaulkhad"
7628996102.0,Dr. Shaam Sharma Clinic,node,20.6968145,77.0143091,,,,,Maharastra,Akola,444001,,,,clinic,clinic,"Vidhyanagar, Kirti Nagar, Akola"
7628996117.0,Crown Multispeciality Dental Clinic,node,20.7090555,77.0165962,,,,,Maharastra,Akola,444005,,,,clinic,,"Beside Barajotirling Mandir, Ranpise Nagar, Akola"
7628996118.0,Narayan Clinic,node,20.7068163,77.003613,,,,,Maharastra,Akola,444001,,,,clinic,,"Beside New Bus Stand, Jain Chamber, Near Rameshwari Hotel, Akola"
7629203217.0,Corium Skin Clinic,node,21.1732627,79.0804945,,,,,Maharastra,Nagpur,440030,,,,clinic,,"Chitnavis Nagar, Byramji Town, Nagpur"
7629203224.0,Siddharth Clinic,node,21.1719834,79.10423,,,,,Maharastra,Nagpur,440017,,,,clinic,,"Ashok Chowk, Buddha Nagar, Nagpur"
7629203229.0,V Care Clinic,node,21.1978719,79.0694812,,,,,Maharastra,Nagpur,440030,,,,clinic,,"Godhani Road, Anna Baba Nagar, Zingabai Takli, Nagpur"
7629203231.0,Nisar Clinic,node,21.1617772,79.0787595,,,,,Maharastra,Nagpur,440001,,,,clinic,,"Gandhi Chowk Road, Near Choti Masjid, Sadar, Nagpur"
7629203234.0,Sai Clinic,node,21.191484,79.0764405,,,,,Maharastra,Nagpur,440030,,,,clinic,,"Godhani Road, Next to Santosh Kirana, Geeta Nagar, Nagpur"
7629203237.0,Jagdish Jawaharani Clinic,node,21.1790198,79.0882502,,,,,Maharastra,Nagpur,440014,,,,clinic,,"Jaripatka, Nagpur"
7629203244.0,Dr. Kapse Clinic,node,21.174923,79.088576,,,,,Maharastra,Nagpur,440004,,,,clinic,,"Nazul Layout Colony, Bezonbagh, Nagpur"
7629203257.0,Dr. Jawad E.N.T Clinic,node,21.165033,79.079731,,,,,Maharastra,Nagpur,440001,,,,clinic,,"1st Floor, Anjuman Complex, Chindwada Road, Opp. Sardar Bus Stand, Nagpur"
7629203258.0,ECHS Poly Clinic,node,21.165284,79.033557,,,,,Maharastra,Nagpur,440007,,,,clinic,,"Near Footala Lake, Vayusena Nagar, Nagpur"
7629203259.0,Dr. Ajay V Kaduskar,node,21.1347919,79.0837466,,,,,Maharastra,Nagpur,440012,,,,doctors,doctor,"Indu Bhaskar Apartments, Dr N.B, Khare Marg, Dhantoli, Nagpur"
7629203260.0,Mahima Clinic,node,21.158852,79.0845534,,,,,Maharastra,Nagpur,440001,,,,clinic,,"PK Salve Road, Mohan Nagar, Nagpur"
7629203264.0,Dr. Anand Bhutada,node,21.145062,79.086869,,,,,Maharastra,Nagpur,440012,,,,doctors,doctor,"Main Road, Child Hospital, Sitabuldi, Nagpur"
7629203281.0,Dr. Richa's Unique Clinic,node,21.131043,79.076465,,,,,Maharastra,Nagpur,440010,,,,clinic,clinic,"Wardha Road, Rahate Colony, Dhantoli, Nagpur"
7629203283.0,Takade Clinic,node,21.1514493,79.093017,,,,,Maharastra,Nagpur,440018,,,,clinic,clinic,"Empress Mills, Chawl Road, Panchpaoli, Bajaria, Nagpur"
7629203285.0,Mata Velankanni Multispeciality Clinic,node,21.1897892,79.0878976,,,,,Maharastra,Nagpur,440014,,,,clinic,,"St. Martin Nagar, Shambhu Nagar, Nagpur"
7629203288.0,Dr. P. A Hiwarkar Clinic,node,21.183927,79.097596,,,,,Maharastra,Nagpur,440002,,,,clinic,,"New Thaware Colony, Nagpur"
7629203289.0,Dr. Firoz Qureshi,node,21.185611,79.0580413,,,,,Maharastra,Nagpur,440013,,,,doctors,,"Anant Nagar, Nagpur"
7629203293.0,Wellcure PloyClinic,node,21.1917112,79.0787684,,,,,Maharastra,Nagpur,440030,,,,clinic,,"Bus Stop, Faras, Koradi Road, New Mankapur, Nagpur"
7629203297.0,Ramdev Clinic,node,21.173858,79.0572338,,,,,Maharastra,Nagpur,440006,,,,clinic,,"Panchsheel Nagar, Seminary Hills, Nagpur"
7631501021.0,Chandankhede Clinic,node,21.097983,79.0735832,,,,,Maharastra,Nagpur,440025,,,,clinic,,"Ashok Colony, Opposite Union Bank of India"
7631501032.0,Mangla M Madavi Clinic,node,21.1419453,79.13615,,,,,Maharastra,Nagpur,440008,,,,clinic,,"Padole Nagar, Nagpur"
7631501034.0,Shriram Child Clinic,node,21.100045,79.072166,,,,,Maharastra,Nagpur,440025,,,,clinic,,"Near Manish Nagar Railway Crossing, Manish Nagar, Nagpur"
7631501036.0,Larokar Clinic,node,21.1407193,79.1634842,,,,,Maharastra,Nagpur,440035,,,,clinic,,"Ekta Nagar, Bhandewadi, Pardi, Nagpur"
7631501039.0,Abhinav Clinic,node,21.1325224,79.1374512,,,,,Maharastra,Nagpur,440024,,,,clinic,,"Vidya Nagar Road, Kharbi, Nagpur"
7631501042.0,Kilbil Child Clinic,node,21.117631,79.064476,,,,,Maharastra,Nagpur,440015,,,,clinic,,"West High Court Road, Surendra Nagar, Vivekanand Nagar, Nagpur"
7631501044.0,Sharma Skin Care Clinic,node,21.090844,79.0779209,,,,,Maharastra,Nagpur,440015,,,,clinic,,"Manish Nagar, Somalwada, Nagpur"
7631501058.0,Dr. Minal Giri,node,21.0950851,79.0790048,ayurveda,,,,Maharastra,Nagpur,440025,,,,doctors,doctor,"Besa - Manish Nagar Road, Madhuban Layout, Badil Kheda, Nagpur"
7631501061.0,Mukhi Skin Clinic,node,21.1486665,79.116961,,,,,Maharastra,Nagpur,440002,,,,clinic,clinic,"Heera Plaza, Central Avenue, Near Telephone Exchange, Mangalwari, Nagpur"
7631501065.0,Prasad Hospital,node,21.1239083,79.0576699,,,,,Maharastra,Nagpur,440010,,,,clinic,clinic,"Dongre Layout, 10, Opp Shradhanandpeth Anathalay, Madhav Nagar, Nagpur"
7631501067.0,Dr. Bhupendra Jamaiwar,node,21.1370372,79.1200518,,,,,Maharastra,Nagpur,440009,,,,doctors,doctor,"Nandanwan Layout, Canal Road, Nandanvan, Nagpur"
7631501073.0,Rajat Clinic,node,21.127215,79.1073891,,,,,Maharastra,Nagpur,440024,,,,clinic,clinic,"Somwaripeth, Nagpur"
7631501077.0,Ingole Child Care Clinic,node,21.1312795,79.1191723,,,,,Maharastra,Nagpur,440009,,,,clinic,,"Nandanvan Road, Shiv Nagar, Old Nandanvan, Nagpur"
7631501084.0,Dr. Katekar Clinic,node,21.1703818,79.127687,,,,,Maharastra,Nagpur,440017,,,,clinic,,"Binaki, Nagpur"
7631501089.0,Dr. Asmita Patil Clinic,node,21.1194705,79.0266962,,,,,Maharastra,Nagpur,440036,,,,clinic,,"Hingna Road, Awade Nagar, Takli Seem, Nagpur"
7631501090.0,Dr. Ankita Giradkar Clinic,node,21.1034447,79.14405,,,,,Maharastra,Nagpur,441204,,,,clinic,,"Pawanputra Nagar, Dighori, Nagpur"
7631501099.0,Kherde Clinic,node,21.094987,79.122675,,,,,Maharastra,Nagpur,440034,,,,clinic,,"Chandrabhaga Nagar, Near Old Naka, Hudkeshwar Road, Nagpur"
7631501104.0,Anu Clinic,node,21.1034182,79.0998388,,,,,Maharastra,Nagpur,440027,,,,clinic,clinic,"M-7/4, Swaraj Nagar, Omkar Nagar, Manewada, Nagpur"
7631501106.0,ShubhNetra Eye Clinic,node,21.09737,79.073049,,,,,Maharastra,Nagpur,440015,,,,clinic,,"Near Railway Crossing, Manish Nagar, Nagar Vikas Hsg. Soc. Layout, Madhuban Layout, Somalwada, Nagpur"
7631501110.0,Prism Eye and Heart Clinic,node,21.1231778,79.063819,,,,,Maharastra,Nagpur,440020,,,,clinic,clinic,"Beside Bank of Baroda, WHC Road, Aath Rasta Square, Laxminagar, Nagpur"
7631501112.0,Chauhan Clinic,node,21.1182897,79.1260342,,,,,Maharastra,Nagpur,440009,,,,clinic,clinic,"Harpur Nagar, Umred Road, Bada Tajbag Road, Opp Buland Gate, Taj Bagh, Nagpur"
7631835518.0,Tawakkal Clinic,node,21.2974675,77.5188492,,,,,Maharastra,Amravati,444805,,,,clinic,,"Suryalaxmi, Pensionpura, Paratwada"
7631835525.0,Dr. Chandak's Shriram Eye Clinic,node,21.238156,77.7478128,,,,,Maharastra,Amravati,444704,,,,clinic,,"Gandhi Chowk, Chandur Bazar"
7631835528.0,Manwar Dental Clinic,node,20.5510472,78.8367613,,,,,Maharastra,Wardha,442301,,,,clinic,,"Sindhi Colony, Hinganghat"
7631835530.0,Bardia Clinic,node,21.3067954,77.5178173,,,,,Maharastra,Amravati,444805,,,,clinic,,"Kandali Road, Sindhi Camp , Mughalai, Paratwada"
7631835531.0,Pranada Clinic,node,20.7468104,78.5979714,,,,,Maharastra,Wardha,442001,,,,clinic,,"Radha Nagar, Dhantoli, Wardha"
7631835532.0,Skin and Hair Clinic,node,20.7415184,78.5969204,,,,,Maharastra,Wardha,442001,,,,clinic,,"Wanjari Chowk, Wardha"
7631835533.0,Dr. Dabhade Medical Clinic,node,21.1225811,77.7458608,,,,,Maharastra,Amravati,444704,,,,clinic,,"Shirala, Amravati"
7631835534.0,Dr. Chaudhari's Pandurang Clinic,node,20.755323,78.6011702,,,,,Maharastra,Wardha,442001,,,,clinic,,"Arvi Naka Bus Stop, Arvi Road, Pipri, Wardha"
7631835535.0,Arpan Clinic,node,21.3255253,78.0073178,,,,,Maharastra,Amravati,444905,,,,clinic,,"Prasanta Colony, Morshi"
7631835539.0,Dr. Milind Sajjanwar,node,20.7523777,78.6006378,,,,,Maharastra,Wardha,442001,,,,doctors,,"Gandhi Nagar, Sudampuri, Wardha"
7631835541.0,A R Clinic,node,21.2620807,77.5109363,,,,,Maharastra,Amravati,444806,,,,clinic,,"Chawalmandi, Achalpur"
7631835548.0,Ayusparsha Clinic,node,20.7685074,78.6047478,,,,,Maharastra,Wardha,442001,,,,clinic,,"Karla Road, Near Vaishnavi Complex, Pipri, Wardha"
7631835549.0,Saify Clinic,node,21.238273,77.7468318,,,,,Maharastra,Amravati,444704,,,,clinic,,"Riddhpur, Chandur Bazar"
7631835553.0,Dr. Dharamthok Clinic,node,21.0042869,78.2273127,,,,,Maharastra,Wardha,442201,,,,clinic,,"Sai Nagar, Bambedkar Nagar, Arvi"
7631835559.0,Radha Clinic,node,20.7620575,78.5983829,,,,,Maharastra,Wardha,442001,,,,clinic,,"Giripeth, Behind Vitthal Rukhmini Sabhagruha, Pipri, Wardha"
7631835563.0,Dr. Raul's CureIt Advanced Homoeopathic Clinic,node,21.2861735,77.5167311,,,,,Maharastra,Amravati,444805,,,,clinic,,"Achalpur - Paratwada Connecting Road, Paratwada"
7631835570.0,Veeva Skin Clinic,node,20.7410855,78.5990903,,,,,Maharastra,Wardha,442001,,,,clinic,,"Near Deshmukh Medical, Opposite Meher backery, Ingole Chauk, Wardha"
7631835572.0,Mahajan Physiotherapy and Weight Loss Clinic,node,21.4744511,78.2697249,,,,,Maharastra,Amravati,444906,,,,clinic,,"Mankar Complex, Behind LIC Office, Warud"
7631835576.0,Well Care Clinic,node,21.3076245,77.5197205,,,,,Maharastra,Amravati,444805,,,,clinic,,"Saima Colony, Mughalai, Paratwada"
7631835583.0,Biswas Clinic,node,21.3402738,78.0133395,,,,,Maharastra,Amravati,444905,,,,clinic,,"Pipal Pura, Medshi, Morshi"
7631835589.0,Noor Poly Clinic,node,21.265414,77.508499,,,,,Maharastra,Amravati,444806,,,,clinic,,"Mominpura, Achalpur"
7631835590.0,Dr. Ravi Khajurkar's Omkar Day Care Clinic,node,21.274508,77.5232732,,,,,Maharastra,Amravati,444806,,,,clinic,,"Vidarbha Housing Board Colony, Harde Nagar, Paratwada"
7631835591.0,Ubhad Clinic,node,21.273684,77.5226563,,,,,Maharastra,Amravati,444806,,,,clinic,,"Vidarbha Housing Board Colony, Paratwada"
7631835594.0,Dr. Umap Clinic,node,21.0562853,78.0022457,,,,,Maharastra,Amravati,444902,,,,clinic,,"Gurudeonagar, Mozari"
7631835596.0,"Meer Clinic, Ridhpur",node,21.241639,77.806347,,,,,Maharastra,Amravati,444704,,,,clinic,,Ridhapur
7631835600.0,Shri Clinic,node,21.3253337,77.7310988,,,,,Maharastra,Amravati,444720,,,,clinic,,Brahmanwada Thadi
7631835601.0,Dhanshree Netralaya Clinic,node,20.550374,78.832485,,,,,Maharastra,Wardha,442301,,,,clinic,,"Beside Bankof India, Shani Mandir, Hinganghat"
7631835616.0,Malsane Clinic,node,21.2729513,77.5238729,,,,,Maharastra,Amravati,444806,,,,clinic,,"65, Vidarbha Housing Board Colony, Harde Nagar, Paratwada"
7631835624.0,Shadija Clinic,node,20.7295353,78.5910259,,,,,Maharastra,Wardha,442001,,,,clinic,,"Near Komal Medical, Dayal Nagar, Wardha"
7631835625.0,Kitey Clinic,node,20.7404889,78.6022627,,,,,Maharastra,Wardha,442001,,,,clinic,,"Mahadevpura, Wardha"
7631835626.0,Dr. Agrawal's Advanced Dental Clinic,node,20.547266,78.835987,,,,,Maharastra,Wardha,442301,,,,clinic,,"Opposite Hinganghat Sub Post Office, Dag Borkhedi, Hinganghat"
7631835631.0,Dr. Lokhande,node,20.735433,78.591036,,,,,Maharastra,Wardha,442001,,,,doctors,,"Bapujiwadi, Ramnagar, Wardha"
7631835632.0,Sai Physiotherapy Clinic,node,20.7402991,78.5902124,,,,,Maharastra,Wardha,442001,,,,clinic,,"Maharana Pratap Sankul, Opp. Jain Hospital, Ramnagar, Wardha"
7631835633.0,Dr. Paliwal Clinic,node,21.0826423,78.0192192,,,,,Maharastra,Amravati,444902,,,,clinic,,Talegaon Thakur
7631835636.0,Sahara Clinic,node,21.2953537,77.5146016,,,,,Maharastra,Amravati,444805,,,,clinic,,"Chota Bazar, Civil Lines, Paratwada"
7631835639.0,Madhavbaug Clinic,node,20.7544134,78.602085,,,,,Maharastra,Wardha,442001,,,,clinic,,"Bachelor Road, Gandhi Nagar, Near Sheetal Mangal Karyala, Wardha"
7631835640.0,Netrajyoti Eye Clinic,node,20.6497943,78.4766722,,,,,Maharastra,Wardha,442001,,,,clinic,,"Bhong Layout Road, Deoli"
7632097967.0,Nagalkar Nursing Home and PolyClinic,node,20.9084752,77.7624711,,,,,Maharastra,Amravati,444606,,,,clinic,,"Laxmi Narayan Nagar, Sudarshan Building, Shankar Nagar Road, Amravati"
7632097970.0,Sufiyan Clinic,node,20.9406121,77.7428971,,,,,Maharastra,Amravati,444601,,,,clinic,,"Zakir Colony, Amravati"
7632097975.0,Dr. Bharsakale Clinic,node,21.1271298,77.5751205,,,,,Maharastra,Amravati,,,,,clinic,,"Dhanvantari Clinic, Near Gram panchyayat College Road, Asegaon Purna"
7632097979.0,Saras Homeopathy Clinic,node,20.9198325,77.7545504,,,,,Maharastra,Amravati,444605,,,,clinic,,"Guruchhaya, Sharda Nagar, Kanwar Nagar, Guruchhaya Colony, Amravati"
7632097988.0,Dr. Tapadia Clinic,node,20.9248326,77.7536391,,,,,Maharastra,Amravati,444601,,,,clinic,,"Mudholkar Peth, Kanwar Nagar, Guruchhaya Colony, Amravati"
7632097990.0,Dr. Avinash Lawhale's Medical Clinic,node,20.9235618,77.752562,,,,,Maharastra,Amravati,444601,,,,clinic,,"Mudholkar Peth, Behind Monalisa Complex, Rajapeth, Amravati"
7632097992.0,Dr. Swapnil Ghatol Clinic,node,20.9569076,77.7656831,,,,,Maharastra,Amravati,444604,,,,clinic,,"Padam Saurabh Colony, Om Shivniketan Colony, Sanmati Colony, Amravati"
7632097999.0,Dr. Soni's Netranjali Eye & Dental Clinic,node,20.9223858,77.7533241,,,,,Maharastra,Amravati,444601,,,,clinic,,"Maharashtra Major State Highway 6, Square Road, Rajapeth, Amravati"
7632098015.0,Dr. Bonde's Dental Clinic,node,20.9507085,77.7626548,,,,,Maharastra,Amravati,444604,,,,clinic,,"Rathi Nagar, Gade Nagar, Amravati"
7632098032.0,Gurukunja Clinic,node,20.939541,77.780076,,,,,Maharastra,Amravati,444603,,,,clinic,clinic,"VMV Road, Near to Madhu Prabha Complex, Gade Nagar, Amravati"
7632098033.0,Dr. Prashant Pathak Clinic,node,20.9286173,77.7543337,,,,,Maharastra,Amravati,444601,,,,clinic,,"MH MSH 6, Patvipura, Amravati"
7632098036.0,Madhavbaug Clinic,node,20.926812,77.767514,,,,,Maharastra,Amravati,444601,,,,clinic,clinic,"Prashant Nagar Road, Rajendra Colony Road, Rukhmini Nagar, Vivekanand Colony, Amravati"
7632098037.0,Asha Clinic,node,20.9445428,77.760633,,,,,Maharastra,Amravati,444601,,,,clinic,,"Rampuri Camp, Amravati"
7632098042.0,Umed Child Care Centre,node,20.9149974,77.7573093,,,,,Maharastra,Amravati,444605,,,,clinic,,"Shankar Nagar Road, Jayaram Nagar, Gopal Nagar, Amravati"
7632098050.0,Shri Multispeciality Clinic,node,20.9233895,77.7716406,,,,,Maharastra,Amravati,444606,,,,clinic,,"Near Sagar Medical, Frezerpura, Amravati"
7632098069.0,Dr. Jawarkar Clinic,node,20.9213905,77.7505558,,,,,Maharastra,Amravati,444601,,,,clinic,,"Sharda Nagar, Guruchhaya Colony, Amravati"
7632098070.0,Bhutada Physiotherapy Physiofit Clinic,node,20.926218,77.7546063,,,,,Maharastra,Amravati,444601,,,,clinic,,"Badnera Road, Amba Peth, Amravati"
7632098071.0,Mauli Clinic,node,21.0560907,77.6428238,,,,,Maharastra,Amravati,444801,,,,clinic,,Ashti
7632098076.0,Dr. Wagh Hospital,node,20.9508348,77.7633587,,,,,Maharastra,Amravati,444604,,,,clinic,,"Rathi Nagar, Gade Nagar, Amravati"
7632098083.0,Shivmaya Clinic,node,20.9626085,77.7510642,,,,,Maharastra,Amravati,444604,,,,clinic,,"Yashomangal Colony, Rutuparna, Amravati"
7632098084.0,Anjali Clinic,node,20.934011,77.743576,,,,,Maharastra,Amravati,444601,,,,clinic,,"Bhaji Bazar, Amravati"
7632098086.0,Nimbhorkar Homeopathy Clinic,node,20.931746,77.7552497,,,,,Maharastra,Amravati,444601,,,,clinic,,"Patvipura, Amravati"
7632098089.0,Pramanda Clinic,node,20.918116,77.7750906,,,,,Maharastra,Amravati,444605,,,,clinic,,"Amravati Old Bypass Road, Sanjay Gandhi Nagar, Dastur Nagar, Amravati"
7632098090.0,Dr. Kalbande,node,20.9116587,77.7496194,,,,,Maharastra,Amravati,444602,,,,doctors,,"Sharda Vihar, Amravati"
7632098091.0,City Poly Clinic,node,20.9214095,77.7536532,,,,,Maharastra,Amravati,444605,,,,clinic,,"Balaji Plot, Near Deeparchand, Madhokar Peth, Amravati"
7632306019.0,Shelke Clinic,node,19.6756393,77.3097581,,,,,Maharastra,Hingoli,431702,,,,clinic,,Kalamnuri
7632306031.0,Sai Shradha Homeopathic Clinic,node,19.7403504,77.1547,homeopathy,,,,Maharastra,Hingoli,431513,,,,doctors,doctor,"Badera Complex, Adarsh College - Akola Bypass Road, ShivChatrapati Colony, Hingoli"
7632306036.0,Dr. Jibrail Clinic,node,20.0988706,77.1369351,,,,,Maharastra,Washim,444505,,,,clinic,,Washim
7632306040.0,Sanskruti Skin & Hair Clinic,node,20.121261,77.1301865,,,,,Maharastra,Washim,444505,,,,clinic,,Washim
7632306044.0,Dr. Kuldeep Deshmukh,node,19.977222,76.784856,,,,,Maharastra,Washim,444506,,,,doctors,,"Near Sunrise High School, Risod"
