Clinic Name,Speciality,City,State,Contact,Opening Hours,Address
Sanskruti Skin & Hair Clinic,,,Maharastra,9028434052,10 A.M. to 2 P.M. & 5 P.M. to 10 P.M.,Washim
Dr. Kuldeep Deshmukh,,,Maharastra,9452233835,10 A.M. to 2 P.M. & 5 P.M. to 10 P.M.,"Near Sunrise High School, Risod"
Aditya Clinic,,,Maharastra,9705823372,10 A.M. to 2 P.M. & 5 P.M. to 10 P.M.,"Next to Jangam Matth, Ashraf Nagar, Kalamnuri"
Dodal Netralaya,ophthalmology,,Maharastra,9532846660,10 A.M. to 2 P.M. & 5 P.M. to 10 P.M.,"Suhas Dodal, Post Office Road, Siddharth Nagar, Hingoli"
Shital Clinic,,,Maharastra,9513966016,10 A.M. to 2 P.M. & 5 P.M. to 10 P.M.,Rithad
Dr. Mahalle,,,Maharastra,9524785716,10 A.M. to 2 P.M. & 5 P.M. to 10 P.M.,"Parbhani - Hingoli Road, Vidya Nagar, Hingoli"
Shifa Clinic,general,,Maharastra,9234500950,10 A.M. to 2 P.M. & 5 P.M. to 10 P.M.,"Bangar Nagar, Hingoli"
EYEMAX Optical Clinic,,,Maharastra,9308985809,10 A.M. to 2 P.M. & 5 P.M. to 10 P.M.,"Patni Commercial Complex, Risod - Washim Road, Washim"
Lokmangal Clinic,,,Maharastra,9754946872,10 A.M. to 2 P.M. & 5 P.M. to 10 P.M.,"Lonar-Risod-Washim Road, Risod"
High Tech Physiotherapy Clinic,,,Maharastra,9585472942,10 A.M. to 2 P.M. & 5 P.M. to 10 P.M.,"Beside Agrawal Book Amporium, New Mondha, Near Punjab National Bank, Hingoli"
Dr. Bhosale Skin Specialist,dermatology;plastic_surgery,,Maharastra,9369811692,10 A.M. to 2 P.M. & 5 P.M. to 10 P.M.,"Choudhary Complex, Narayan Nagar, Mohalla Paltan, Siddharth Nagar, Hingoli"
Natural Clinic,,,Maharastra,9376949858,10 A.M. to 2 P.M. & 5 P.M. to 10 P.M.,"Kothlaj Road, Shivraj Nagar, Azam Colony, Hingoli"
Sai Clinic,,,Maharastra,9750255538,10 A.M. to 2 P.M. & 5 P.M. to 10 P.M.,"ShivChatrapati Colony, Hingoli"
Dr. Aasole,,,Maharastra,9463533151,10 A.M. to 2 P.M. & 5 P.M. to 10 P.M.,"Anand Nagar, Hingoli"
Korde Skin Clinic,,,Maharastra,9207419248,10 A.M. to 2 P.M. & 5 P.M. to 10 P.M.,Washim
Dr. Bhansali Clinic,,,Maharastra,9859411316,10 A.M. to 2 P.M. & 5 P.M. to 10 P.M.,"Bhatt Colony, Siddharth Nagar, Hingoli"
Dr. Omprakash V. Jatale,,,Maharastra,9541947795,10 A.M. to 2 P.M. & 5 P.M. to 10 P.M.,"Khajipura, Basmath"
Gurukrupa Clinic,,,Maharastra,9120688377,10 A.M. to 2 P.M. & 5 P.M. to 10 P.M.,"Back of Annapurna Function Hall, Laxmi Nagar, Prabhavati Nagar, Parbhani"
Dr. Janapurkar Skin Care,,,Maharastra,9477132653,10 A.M. to 2 P.M. & 5 P.M. to 10 P.M.,"Inayat Nagar, Prabhavati Nagar, Parbhani"
Suman Clinic,,,Maharastra,9390780690,10 A.M. to 2 P.M. & 5 P.M. to 10 P.M.,"Gajanan Nagar, Mamta Colony, Parbhani"
Shushrutha Homeopathic Clinic,homeopathy,,Maharastra,9109138640,10 A.M. to 2 P.M. & 5 P.M. to 10 P.M.,"Thakkar Complex, MH SH 44, Khajipura, Akole"
Sushrut Ayurveda Clinic,,,Maharastra,9180270923,10 A.M. to 2 P.M. & 5 P.M. to 10 P.M.,"Opposite Vardhman Mangal Karyalay, Nanded Road, Basmat"
Dr. Dinesh Bhutada Skin Clinic,,,Maharastra,9724549661,10 A.M. to 2 P.M. & 5 P.M. to 10 P.M.,"New Mondha, Parbhani"
Dhanwantari Clinic,,,Maharastra,9675970883,10 A.M. to 2 P.M. & 5 P.M. to 10 P.M.,"Bhagya Nagar, Anand Nagar, Parbhani"
Shree Samarth Krupa Clinic,,,Maharastra,9777499304,10 A.M. to 2 P.M. & 5 P.M. to 10 P.M.,"Aannabhau Sathe Chowk, Shivaji Nagar, Jintur"
Nilawar Clinic,,,Maharastra,9133262417,10 A.M. to 2 P.M. & 5 P.M. to 10 P.M.,"Cloth Market, Khajipura, Basmat"
Rukmini Clinic,,,Maharastra,9305526092,10 A.M. to 2 P.M. & 5 P.M. to 10 P.M.,"Railway Station Road, New Mondha, Parbhani"
Swayanm Skin Care Cosmetic & Laser Clinic,,,Maharastra,9939395201,10 A.M. to 2 P.M. & 5 P.M. to 10 P.M.,"New Mondha, Parbhani"
Doiphode Clinic,,,Maharastra,9772151082,10 A.M. to 2 P.M. & 5 P.M. to 10 P.M.,"Dr B S Doiphode, Swastik Nagar, Prabhavati Nagar, Parbhani"
Noorani Clinic,,,Maharastra,9848457967,10 A.M. to 2 P.M. & 5 P.M. to 10 P.M.,"Jawhar Colony, Mumtaz Nagar, Parbhani"
Vyankatesh Clinic,,,Maharastra,9667388823,10 A.M. to 2 P.M. & 5 P.M. to 10 P.M.,"Parbhani - Basmat Road, Bahirji Nagar, Jahagiri, Basmat"
Anurag Clinic,,,Maharastra,9291153888,10 A.M. to 2 P.M. & 5 P.M. to 10 P.M.,"Gadi Mohala, Khajipura, Basmat"
Dr. Narwade Clinic,,,Maharastra,9927578648,10 A.M. to 2 P.M. & 5 P.M. to 10 P.M.,"Jawala Khandarban Road, Basmat"
Dr. Sudarshan Bhosale,,,Maharastra,9026362347,10 A.M. to 2 P.M. & 5 P.M. to 10 P.M.,"Shivneri Nagar, Javla, Khandarban"
Tejasvini Clinic,,,Maharastra,9222689238,10 A.M. to 2 P.M. & 5 P.M. to 10 P.M.,"Khajipura, Basmat"
Dr. Toshniwal,,,Maharastra,9199882807,10 A.M. to 2 P.M. & 5 P.M. to 10 P.M.,"Rani Laxmi Bai Road, Behind AP Petrol Pump, Parbhani"
Dr. Ankush Pawar's Kesula Clinic,,,Maharastra,9164363471,10 A.M. to 2 P.M. & 5 P.M. to 10 P.M.,"Smruti Niwas, Opp. Chintamani Maharaj Mandir, Vasmat Road, Near Shivshakti Petrol Pump, Shivram Nagar, Parbhani"
Raheman Clinic & Nursing Home,,,Maharastra,9533778752,10 A.M. to 2 P.M. & 5 P.M. to 10 P.M.,"Opp. Madina Medical, Hyderabad Road, Deglour Naka, Nanded"
Shafaque Clinic,,,Maharastra,9182653638,10 A.M. to 2 P.M. & 5 P.M. to 10 P.M.,"Hyder Bagh, Dashmesh Nagar, Deglour Naka, Nanded"
Tawakkal Clinic,,,Maharastra,9046935578,10 A.M. to 2 P.M. & 5 P.M. to 10 P.M.,"Near Liberty Function Hall, Hatai, Ganipura, Nanded"
Shifa Family Clinic,,,Maharastra,9779321358,10 A.M. to 2 P.M. & 5 P.M. to 10 P.M.,"Beside New Hindustan Medical Qudwai Nagar Chowk, Eidgah Road, Deglour Naka, Nanded"
New Sanjeevani Clinic,,,Maharastra,9251408592,10 A.M. to 2 P.M. & 5 P.M. to 10 P.M.,"MHADA Colony, Mujampeth"
Fatima Clinic,,,Maharastra,9610644148,10 A.M. to 2 P.M. & 5 P.M. to 10 P.M.,"Itwara Chowk Bazar, Nanded"
"Sparsh Skin, Dental, Hair, Cosmetology and Laser Clinic",,,Maharastra,9826731531,10 A.M. to 2 P.M. & 5 P.M. to 10 P.M.,"Borban Factory Area, Vazirabad, Nanded"
Dr. Sharma's Ayush Clinic,,,Maharastra,9003016135,10 A.M. to 2 P.M. & 5 P.M. to 10 P.M.,"Laxmi Narayan Niwas, Beside Akshay All In One Shopping Center, Juna Kautha Road, Nanded"
Shri Parth Netralaya Eye Care Centre,,,Maharastra,9751509731,10 A.M. to 2 P.M. & 5 P.M. to 10 P.M.,"Maharaja Complex, Near S.B.I Bank, Doctor Lane, Khadakpura, Nanded"
Prathamesh Eye Care Clinic,,,Maharastra,9092543292,10 A.M. to 2 P.M. & 5 P.M. to 10 P.M.,"Behind Kalamandir, Somesh colony, Nanded"
Dr. Tayyab Taher Clinic,,,Maharastra,9372958408,10 A.M. to 2 P.M. & 5 P.M. to 10 P.M.,"Waghi - Sameera Bagh Road, Junction, Dulleshah Raheman Nagar, Nanded-Waghala"
Dr. Samuel Hahnemann Homoeopathic Clinic,,,Maharastra,9793598278,10 A.M. to 2 P.M. & 5 P.M. to 10 P.M.,"Kautha, Vasarani"
Atharva Clinic,,,Maharastra,9163198177,10 A.M. to 2 P.M. & 5 P.M. to 10 P.M.,"Omkar Apartment, Pawadewadi Road, Farande Nagar, Nanded"
Swastik Skin Clinic,,,Maharastra,9563351249,10 A.M. to 2 P.M. & 5 P.M. to 10 P.M.,"Infront of SBI, Nanded Malegaon Road, Nanded"
Prabhu Clinic,,,Maharastra,9192013607,10 A.M. to 2 P.M. & 5 P.M. to 10 P.M.,"Nanded Malegaon Road, Kohinor City, Shri Nagar, Nanded"
Gayatri Clinic,,,Maharastra,9995817179,10 A.M. to 2 P.M. & 5 P.M. to 10 P.M.,"Hingoli Naka, Gandhi Nagar, Opp. Bus Stop, Nanded"
Nirgude PolyClinic,,,Maharastra,9397251826,10 A.M. to 2 P.M. & 5 P.M. to 10 P.M.,"Maharana Pratap Chowk, Hingoli Naka, Nanded"
Shradha Clinic,,,Maharastra,9430843558,10 A.M. to 2 P.M. & 5 P.M. to 10 P.M.,"Near Shri Hanuman Mandir, Bhatangli"
Aditi Endocrine Clinic,,,Maharastra,9294591101,10 A.M. to 2 P.M. & 5 P.M. to 10 P.M.,"R.K.M, Kabde Hospital, Mahaveer Society, Nanded"
More Clinic,,,Maharastra,9432143803,10 A.M. to 2 P.M. & 5 P.M. to 10 P.M.,"Lokmitra Nagar, Tirumala Nagar, Nanded"
Indira Clinic,,,Maharastra,9266800564,10 A.M. to 2 P.M. & 5 P.M. to 10 P.M.,"Visavanagar Colony, Vishnu Nagar, Nanded"
Utkarsh Clinic,,,Maharastra,9280697231,10 A.M. to 2 P.M. & 5 P.M. to 10 P.M.,"kalyan Nagar, Canal Road, Ashtvinayak Nagar, Nanded"
Shri Siddhivinayak Clinic,,,Maharastra,9881898555,10 A.M. to 2 P.M. & 5 P.M. to 10 P.M.,"Ulhas Nagar, Malegaon Road, Nanded"
Madhavbaug Clinic,,,Maharastra,9547446736,10 A.M. to 2 P.M. & 5 P.M. to 10 P.M.,"Plot No 59, Ravichandra Bunglow, Opp Chowgule Classes, Bhagyanagar, Nanded"
Sana Clinic,,,Maharastra,9575164531,10 A.M. to 2 P.M. & 5 P.M. to 10 P.M.,"Ganesh Nagar Road, Mugdum Nagar, Opp. Remand Home, Nanded"
Shri Swami Samarth Clinic,,,Maharastra,9452464319,10 A.M. to 2 P.M. & 5 P.M. to 10 P.M.,"Canal Road, Pundhage Complex, Jyotiba Nagar,Taroda, Nanded"
Aahilya Clinic,,,Maharastra,9082577196,10 A.M. to 2 P.M. & 5 P.M. to 10 P.M.,"Kohinor City, Shri Nagar, Taroda"
Saleema Clinic,,,Maharastra,9253181570,10 A.M. to 2 P.M. & 5 P.M. to 10 P.M.,"Farooq Nagar, Hingoli Naka, Nanded"
Dr. P.K. Shaha Clinic,,,Maharastra,9887435862,10 A.M. to 2 P.M. & 5 P.M. to 10 P.M.,"Audioraj Chowk, Near Big Bazar, Sawe Wadi, Latur"
Gajanan Clinic,,,Maharastra,9320805704,10 A.M. to 2 P.M. & 5 P.M. to 10 P.M.,"Saraswati Colony, Vitthal Nagar, Latar"
Swastik Speciality Clinic,,,Maharastra,9037042445,10 A.M. to 2 P.M. & 5 P.M. to 10 P.M.,"Gomare Complex, Opp to Shivaji Chowk, Ambajogai Road, Latur"
Dhanvantri Clinic,,,Maharastra,9895045157,10 A.M. to 2 P.M. & 5 P.M. to 10 P.M.,"Kanheri Road, Moti Nagar, Latur"
Siddhivinayk Clinic,,,Maharastra,9119615134,10 A.M. to 2 P.M. & 5 P.M. to 10 P.M.,"Khadgaon, Latur"
Kore Accident Clinic,,,Maharastra,9663329064,10 A.M. to 2 P.M. & 5 P.M. to 10 P.M.,"Market Yard Road, Kava Road, Near Old Gul Market, Latur"
Aadhar Manasopchar Clinic,,,Maharastra,9870035423,10 A.M. to 2 P.M. & 5 P.M. to 10 P.M.,"Gomare Complex, Opp Police Station, Shivaji Chowk, Mitra Nagar, Latur"
Anay Clinic,,,Maharastra,9221997663,10 A.M. to 2 P.M. & 5 P.M. to 10 P.M.,"Ambajogai Road to Keshav Road, SBH Colony, Renuka Nagar, Latur"
Chandrabansi Clinic,,,Maharastra,9127574224,10 A.M. to 2 P.M. & 5 P.M. to 10 P.M.,"Basweshwar Chowk, Kava Road, Latur"
Dr. Suryawanshi Clinic,,,Maharastra,9671021859,10 A.M. to 2 P.M. & 5 P.M. to 10 P.M.,"Hatte Nagar, Latur"
Rathi Skin Care Clinic,,,Maharastra,9315918836,10 A.M. to 2 P.M. & 5 P.M. to 10 P.M.,"Kazi Complex, Beside KTM Show Room, Latur"
Bhagyesh Clinic,,,Maharastra,9640448643,10 A.M. to 2 P.M. & 5 P.M. to 10 P.M.,"Kanheri Road, Sinhgad Colony, Moti Nagar, Latur"
Siddheshwar Clinic,,,Maharastra,9615703625,10 A.M. to 2 P.M. & 5 P.M. to 10 P.M.,"Hatte Corner, Opp Hotel Manjusha, Latur"
Rahat Clinic,,,Maharastra,9177503028,10 A.M. to 2 P.M. & 5 P.M. to 10 P.M.,"Deep Jyoti Nagar, Indianagar, Latur"
Kadam Clinic,,,Maharastra,9243620839,10 A.M. to 2 P.M. & 5 P.M. to 10 P.M.,"Kripasadan English School, Near Nath Nagar, Latur"
Dr. Kulkarni Clinic,,,Maharastra,9090794737,10 A.M. to 2 P.M. & 5 P.M. to 10 P.M.,"Samarth Nagar, Lakshmi Nagar, Osmanabad"
Tushar Clinic,,,Maharastra,9515719975,10 A.M. to 2 P.M. & 5 P.M. to 10 P.M.,"SH 67, Sarola Bk"
Vijay Clinic,,,Maharastra,9269836956,10 A.M. to 2 P.M. & 5 P.M. to 10 P.M.,"Aarogya Nagar, Omerga"
NityaSeva Clinic,,,Maharastra,9987744680,10 A.M. to 2 P.M. & 5 P.M. to 10 P.M.,"Solapur Road, Near Mhasoba Temple, Opposite Ganesh Nagar, Khaja Nagar, Osmanabad"
Sanjiwani Clinic,,,Maharastra,9998083407,10 A.M. to 2 P.M. & 5 P.M. to 10 P.M.,"Shree Saint Goroba Kaka Mandir Road, Ter"
Shri Bhagwant Clinic,,,Maharastra,9743287623,10 A.M. to 2 P.M. & 5 P.M. to 10 P.M.,"Athwadi Bazar, Maidan Kallam, Osmanabad"
Rishikesh Clinic,,,Maharastra,9529877007,10 A.M. to 2 P.M. & 5 P.M. to 10 P.M.,"Old Ausa Road, Driver colony, Ram Nagar, Latur"
Prashant Clinic,,,Maharastra,9562603633,10 A.M. to 2 P.M. & 5 P.M. to 10 P.M.,"Aarogya Nagar, Omerga"
City Clinic,,,Maharastra,9602963835,10 A.M. to 2 P.M. & 5 P.M. to 10 P.M.,"Hatte Nagar, Latur"
Ekdant Dental Clinic,,,Maharastra,9004691553,10 A.M. to 2 P.M. & 5 P.M. to 10 P.M.,"Samta Nagar, Near Sakal Office"
Dhepe's SkinCity Clinic,,,Maharastra,9819073364,10 A.M. to 2 P.M. & 5 P.M. to 10 P.M.,"S.R.T.Colony, Osmanabad"
Piyusha Clinic,,,Maharastra,9615795711,10 A.M. to 2 P.M. & 5 P.M. to 10 P.M.,"Samta Colony, Osmanabad"
Ashish Clinic,,,Maharastra,9674857331,10 A.M. to 2 P.M. & 5 P.M. to 10 P.M.,"South Kasba, Budhavar Peth, Solapur"
Maher Clinic,,,Maharastra,9668546863,10 A.M. to 2 P.M. & 5 P.M. to 10 P.M.,"Chatrapati Colony Road, Siddheshwar Nagar, Barshi"
Gadam Urology Centre & Dental Clinic,,,Maharastra,9066603240,10 A.M. to 2 P.M. & 5 P.M. to 10 P.M.,"Old karad Naka, Opp Maharaja Food, Pandharpur"
Dr. Patki Clinic,,,Maharastra,9774698427,10 A.M. to 2 P.M. & 5 P.M. to 10 P.M.,"Near Samrat Ashok Housing Society, Shivaganga Nagar, Solapur"
Suvidha Clinic,,,Maharastra,9853029659,10 A.M. to 2 P.M. & 5 P.M. to 10 P.M.,Soundane
Chetan Clinic,,,Maharastra,9438428520,10 A.M. to 2 P.M. & 5 P.M. to 10 P.M.,"Khiste Galli, Govindpura, Behind Arun Talkies, Pandharpur"
Dr. Bhairi Clinic,,,Maharastra,9882958997,10 A.M. to 2 P.M. & 5 P.M. to 10 P.M.,"Nilam Sramjivi Nagar, Solapur"
Dr. Sunil Babanrao Shelar,,,Maharastra,9731952405,10 A.M. to 2 P.M. & 5 P.M. to 10 P.M.,"Hem Empire, Opp Tahsildar Office, Raviwar Peth, Powai Naka, Satara"
Life Line Clinic,,,Maharastra,9975400570,10 A.M. to 2 P.M. & 5 P.M. to 10 P.M.,Valase
Spandan Clinic,,,Maharastra,9880590917,10 A.M. to 2 P.M. & 5 P.M. to 10 P.M.,Apshinge
Radhey Clinic,,,Maharastra,9473378301,10 A.M. to 2 P.M. & 5 P.M. to 10 P.M.,"Sawarkar Marg, Budhwar Peth, Shukrawar Peth, Satara"
Dr. Bhaskar Mehandale Clinic,,,Maharastra,9105095846,10 A.M. to 2 P.M. & 5 P.M. to 10 P.M.,"Mangalwar Tale Road, Satara"
Shivam Clinic,,,Maharastra,9113454441,10 A.M. to 2 P.M. & 5 P.M. to 10 P.M.,"Datta Nagar, MIDC, Satara"
Abhishek Mahajan - Mahajan's OrthoCare Clinic,,,Maharastra,9949336113,10 A.M. to 2 P.M. & 5 P.M. to 10 P.M.,"Ramkrishna Colony, Sadar Bazar, Satara"
Laxmi Clinic,,,Maharastra,9792766463,10 A.M. to 2 P.M. & 5 P.M. to 10 P.M.,"Visawa Park, Sadar Bazar, Satara"
Ankur Fertility Clinic,,,Maharastra,9164765185,10 A.M. to 2 P.M. & 5 P.M. to 10 P.M.,"Shaniwar Peth, Karad"
Sai Anand Clinic,,,Maharastra,9310779561,10 A.M. to 2 P.M. & 5 P.M. to 10 P.M.,"Aditya Nagari, Satara"
Dr. Panhalkar Clinic,,,Maharastra,9887436869,10 A.M. to 2 P.M. & 5 P.M. to 10 P.M.,"Mangalwar Peth, Shaniwar Peth, Chimanpura Peth, Satara"
Dr. Kiran Jagtap Skin care Clinic,,,Maharastra,9775753263,10 A.M. to 2 P.M. & 5 P.M. to 10 P.M.,"1st floor, Sai Sadan Apartmant,76/1, New Radhika Road, Powai Naka, Satara"
Jyotirmay Eye Clinic,,,Maharastra,9163040731,10 A.M. to 2 P.M. & 5 P.M. to 10 P.M.,"Ravivar Peth, Phaltan"
Manovedh Clinic,,,Maharastra,9068284070,10 A.M. to 2 P.M. & 5 P.M. to 10 P.M.,"First Floor, Uttekar Avenue, Near Sanjivan Hospital, Sadar Bazar, Satara"
Limaye Accident Clinic,,,Maharastra,9161119090,10 A.M. to 2 P.M. & 5 P.M. to 10 P.M.,"Civil Hospital Road, Sadar Bazar"
Hirkani Clinic and Sonography Centre,,,Maharastra,9021307474,10 A.M. to 2 P.M. & 5 P.M. to 10 P.M.,"Sai Sadan Apartment, 76/1, New Radhika Road, Powai Naka, Satara"
Navdrushti Eye Clinic,,,Maharastra,9963687791,10 A.M. to 2 P.M. & 5 P.M. to 10 P.M.,"Ghot Jugaiwadi, Nagthane"
Dr. Mohan Patil Skin and Dental Clinic,,,Maharastra,9855542938,10 A.M. to 2 P.M. & 5 P.M. to 10 P.M.,"Rajpath Road, Sundara Garden, Durga Chmabers, Guruwar Peth, Satara"
Shrikrupa Clinic,,,Maharastra,9930580808,10 A.M. to 2 P.M. & 5 P.M. to 10 P.M.,"Anjinkya Ganesh Apartment, Shaniwar Peth, Guruwar Peth, Satara"
Dr. Suraj Kadam's Dental & Oral Health Care Clinic,,,Maharastra,9636278961,10 A.M. to 2 P.M. & 5 P.M. to 10 P.M.,"Sushrut 1st Floor, Opposite to S.B.I.(A.D.B.), Behind S.T. Stand, Satara"
Dr. Nikam S. R.,,,Maharastra,9462217821,10 A.M. to 2 P.M. & 5 P.M. to 10 P.M.,Karad
Shree Manik Netralaya,,,Maharastra,9307726105,10 A.M. to 2 P.M. & 5 P.M. to 10 P.M.,"Sadar Bazar, Satara"
Dr. Prassana Dabholkar Clinic,,,Maharastra,9023934111,10 A.M. to 2 P.M. & 5 P.M. to 10 P.M.,"Ramkrishna Colony, Sadar Bazar, Satara"
Dr. Ulhas Athvale,,,Maharastra,9222795714,10 A.M. to 2 P.M. & 5 P.M. to 10 P.M.,"Sadar Bazar, Satara"
Shree Sai Clinic,,,Maharastra,9100560206,10 A.M. to 2 P.M. & 5 P.M. to 10 P.M.,Umbraj
"Sonhira, Shradha Clinic",,,Maharastra,9494158616,10 A.M. to 2 P.M. & 5 P.M. to 10 P.M.,"Sangamnagar, Malkapur, Karad"
Dr. Sanjeev Desai Clinic,,,Maharastra,9707625773,10 A.M. to 2 P.M. & 5 P.M. to 10 P.M.,Talebazar
Dr. Yatin Jadhav's Spring Skin Care Clinic,,,Maharastra,9917918756,10 A.M. to 2 P.M. & 5 P.M. to 10 P.M.,"Khend, Chiplun"
Mehta Clinic,,,Maharastra,9712333907,10 A.M. to 2 P.M. & 5 P.M. to 10 P.M.,"Nachane Road, Opp. MSEB Office, Abhyudhya Nagar, Ratnagiri"
Dr. Bhogate Clinic,,,Maharastra,9969482188,10 A.M. to 2 P.M. & 5 P.M. to 10 P.M.,"Achara Road, Adavali, Ghadiwadi"
Shree Clinic,,,Maharastra,9308616955,10 A.M. to 2 P.M. & 5 P.M. to 10 P.M.,Savarde
Siddhivinayak Clinic,,,Maharastra,9878058946,10 A.M. to 2 P.M. & 5 P.M. to 10 P.M.,"Kanedi, Nagave Road, Sindhudurga"
Sai Clinic,,,Maharastra,9660360103,10 A.M. to 2 P.M. & 5 P.M. to 10 P.M.,"Pag, Chiplun"
Dr. Ajit Thatte,,,Maharastra,9056706598,10 A.M. to 2 P.M. & 5 P.M. to 10 P.M.,"Chinchanaka To Vad Naka Road, Khend, Chiplun"
Dr. Akshay C Mohite Clinic,,,Maharastra,9374108536,10 A.M. to 2 P.M. & 5 P.M. to 10 P.M.,"Mohite Clinic, Near Gram Panchayat, Bazar Peth, Sawarde"
Sanjivani Clinic,,,Maharastra,9840277588,10 A.M. to 2 P.M. & 5 P.M. to 10 P.M.,"Kanedi, Nagave Road, Sindhudurga"
Sai Clinic,,,Maharastra,9138073410,10 A.M. to 2 P.M. & 5 P.M. to 10 P.M.,Saitvade
Shree Tuljai Clinic,,,Maharastra,9796020170,10 A.M. to 2 P.M. & 5 P.M. to 10 P.M.,"Radhakrishna Nagar, Ekdant plaza, Chiplun"
Life Line Clinic,,,Maharastra,9883738918,10 A.M. to 2 P.M. & 5 P.M. to 10 P.M.,"Bus Stop, Kondhe Phata, Khopad"
Kalage Clinic,,,Maharastra,9523663644,10 A.M. to 2 P.M. & 5 P.M. to 10 P.M.,"Devgad - Nipani Highway, Opp to Phonda ST Stand, Patelwadi, Phondaghat"
Aarogyam Clinic,,,Maharastra,9754441973,10 A.M. to 2 P.M. & 5 P.M. to 10 P.M.,"Swamy Narayan Complex, SH78, Chinch Naka, Chiplun"
Health Care Clinic,,,Maharastra,9722557605,10 A.M. to 2 P.M. & 5 P.M. to 10 P.M.,"Harkul Budruk, Kawale Wadi, Nardave Road"
Dr. Gopichand Waghmare Clinic,,,Maharastra,9964336017,10 A.M. to 2 P.M. & 5 P.M. to 10 P.M.,"Shivaji Chowk, Chinchnaka, Karad - Chiplun Road, Chiplun"
Dr. Patwardhan,,,Maharastra,9552545385,10 A.M. to 2 P.M. & 5 P.M. to 10 P.M.,"Shanti Nagar, Nachane"
Chirayu Clinic,,,Maharastra,9105088383,10 A.M. to 2 P.M. & 5 P.M. to 10 P.M.,"Kanedi, Nagave Road, Sindhudurga"
Chaitanya Clinic,,,Maharastra,9103207560,10 A.M. to 2 P.M. & 5 P.M. to 10 P.M.,"Malvan, Aachare Vengurla Road, Sindhudurga"
Healing Point Clinic,,,Maharastra,9913592743,10 A.M. to 2 P.M. & 5 P.M. to 10 P.M.,"Pimpal Mohalla, Sawarde"
Dhete Clinic,,,Maharastra,9821420759,10 A.M. to 2 P.M. & 5 P.M. to 10 P.M.,Guhagar
Mankeshwar Clinic,,,Maharastra,9962057305,10 A.M. to 2 P.M. & 5 P.M. to 10 P.M.,"Vaibhav Wadi, Vijaydurg Gaganbawda Road, Sindhudurga"
Nirmal Clinics,,,Maharastra,9262791465,10 A.M. to 2 P.M. & 5 P.M. to 10 P.M.,"Nirmal Balrugnalaya, Laxmi Arcade Salvi stop"
Zope's Skin and Health Clinic,dermatology,,Maharastra,9849454684,10 A.M. to 2 P.M. & 5 P.M. to 10 P.M.,"State Bank Colony, Ratnagiri"
Lakshmi Eye Clinic,,,Maharastra,9589786502,10 A.M. to 2 P.M. & 5 P.M. to 10 P.M.,"Revtale Adarsha Nagar Road, Revtale, Malvan"
Hari Om Clinic,,,Maharastra,9834670312,10 A.M. to 2 P.M. & 5 P.M. to 10 P.M.,Kelavali
Narkar Clinic,,,Maharastra,9825726576,10 A.M. to 2 P.M. & 5 P.M. to 10 P.M.,Kadwai
Shubhada Clinic,,,Maharastra,9697009733,10 A.M. to 2 P.M. & 5 P.M. to 10 P.M.,"Mumbai - Goa Highway, Sawarde"
Gurukrupa Clinic,,,Maharastra,9084753252,10 A.M. to 2 P.M. & 5 P.M. to 10 P.M.,"Khalgaon, Agarnaral Road, Ratanagiri"
Om Clinic,,,Maharastra,9632254872,10 A.M. to 2 P.M. & 5 P.M. to 10 P.M.,"Pimpal Mohalla, Sawarde"
Dr. Arun J. Nalawade,,,Maharastra,9534943631,10 A.M. to 2 P.M. & 5 P.M. to 10 P.M.,"1st Floor, Sudha Enclave, Opp to Head Post Office, Ratnagiri"
Indira Clinic,,,Maharastra,9201270353,10 A.M. to 2 P.M. & 5 P.M. to 10 P.M.,Vaibhavwadi
Ashtangik Clinic,,,Maharastra,9956947667,10 A.M. to 2 P.M. & 5 P.M. to 10 P.M.,"Abloli Market Bus Stop, Abloli"
Niramay Clinic,,,Maharastra,9024356073,10 A.M. to 2 P.M. & 5 P.M. to 10 P.M.,"Tilak Ali, Ratnagiri"
Dr. Nida Mulla Clinic,,,Maharastra,9158658071,10 A.M. to 2 P.M. & 5 P.M. to 10 P.M.,"Bhatla Mohalla, Kasaba, Sangameshwar"
Samata Clinic,,,Maharastra,9437262406,10 A.M. to 2 P.M. & 5 P.M. to 10 P.M.,"Khandala, Nivali Jaigad Road, Ratanagiri"
Dr. Shiveshwarkar Clinic,,,Maharastra,9641589193,10 A.M. to 2 P.M. & 5 P.M. to 10 P.M.,"Achara Devgad Road, Varchiwadi"
Shree Mangesh Clinic,,,Maharastra,9217670926,10 A.M. to 2 P.M. & 5 P.M. to 10 P.M.,"Abhyudhya Nagar, Ratnagiri"
Ganesh Clinic,,,Maharastra,9546209554,10 A.M. to 2 P.M. & 5 P.M. to 10 P.M.,"Sindhu Durg, Oros"
Sarah Skin Clinic,,,Maharastra,9706484338,10 A.M. to 2 P.M. & 5 P.M. to 10 P.M.,"Bhavani Complex A wing, Near LIC Tell Ali, Kankavli"
Sai Samartha Clinic,,,Maharastra,9486957382,10 A.M. to 2 P.M. & 5 P.M. to 10 P.M.,"Achara Road, Kalmath"
Dr. Arun Kumbhar,,,Maharastra,9535080471,10 A.M. to 2 P.M. & 5 P.M. to 10 P.M.,"Hava Mahal Bunglow Road, Sodage Mala, Kagwade Mala, Ichalkaranji"
