Hospital Name,Address,Availability,Type of Hospital/Health facility,Contact,State
Chopda Medicare & Research Centre Pvt.Ltd,"Patil Lane - 1,Nashik, Maharashtra",Limited Seats,Municipal,9854095171,Maharashtra
Chopda Medicare & Research Centre Pvt Ltd,Patil Lane No 1 Canada Corner Nashik 422005,Limited Seats,Municipal,9167026061,Maharashtra
Chord Road Hospital Pvt Ltd,100 Bima Jyoti Lic Colony2Nd Stage West Of Chord Road,Unknown,Government,9202592434,Chhattisgarh
Choudhari Hospital,"Shikharakhana Road, Near Lic Office",Unknown,Government,9634889851,Rajasthan
Choudhary Ent Maternity & General Health Care Centre,"Near State Bank Of India Katra-Khazana,",Unknown,Government,9994885896,Goa
Chougala Hospital,"Shanti Nagar,Hallyal Road,Athani,",Unknown,Government,9157389379,Rajasthan
Christian Hospital,"Vaigai Dam Road, Periyakulam,Perivakulam- 625 601",Unknown,Government,9808385627,Telangana
Christian Medical College & Hospital,"Brown Road,",Unknown,Government,9079821359,Arunachal Pradesh
Christian Mission Hospital,Pandalam,Unknown,Government,9625908099,Arunachal Pradesh
Christos Hospital,"Xxiv/228,Kayamlukam,Kpac Junction",Unknown,Government,9692553101,Nagaland
Christudas Orthopaedic Speciality Hospital,"#9.Duraiswamy Ngr. I.A.F. Road, Tamilnadu Chennai 59","Few Left, Book Now",Private,9101663417,Madhya Pradesh
Ciigma Institute & Medical Sciences Pvt Ltd,"#8,Raghuveer Nagar,Jalna Road,Opp Sfs High School",Unknown,Government,9692768676,West Bengal
Cims Hospital Private Limited,Nr Shukan Mall Off Science City Road Sola Shukan Mall,Unknown,Government,9274632438,Jharkhand
Citi Hospital,"25/91,West Of Chord Road, 20Th Main, 2Nd Block, Rajajinagar, Bangalore","Few Left, Book Now",Private,9177099797,Jharkhand
Citi Hospital,"No.52/A, Dam Road,Hospet, Bellary-583203",Unknown,Government,9958415732,Jharkhand
Citi Hospital,"#115-Zone Ii,Maharana Pratap Nagar,",Unknown,Government,9578101308,Odisha
City Cancer Centre,"No.33-25-33,Ch.Venkata Krishnaiah Street,Suryaraopet,Krishna,Vijayawada",Unknown,Government,9890987482,Arunachal Pradesh
City Care Hospital,"Sco No 24 Huda Shopping Complex, Sector 4 Rewari Haryana",Unknown,Government,9105249071,Haryana
City Central Hospital Pvt Ltd,"# 17, Akkamahadevi Road,Near Chethana Hotel",Unknown,Government,9436288285,Haryana
City Clinic,"Madhavpur, Hubli",Unknown,Government,9914680874,Chhattisgarh
City Eye Foundation,"17/255,Pavamani Road,",Unknown,Government,9080338179,Chhattisgarh
City Heart Hospital ( Unit Of Rajgarh Polyclinic & Nursing Home ),"Rajgarh Road, Gawahati, Kamrup, Assam",Unknown,Government,9671987611,Assam
City Hospital,"1533/21, Chunnipura, Saini School Road, Rohtak, Haryana, Opp. Saini Girls High School.",Unknown,Government,9768184391,Haryana
City Hospital,"#45,Model Colony,Sri Ganganagar",Unknown,Government,9656659912,Jharkhand
City Hospital,Super Complex Ranipur More Haridwaruk,Unknown,Government,9614997075,Jharkhand
City Hospital,"R.M.R. Road, Durgigudi,Shimoga-577201.",Unknown,Government,9590299571,Manipur
City Hospital,"#87,Rkv Road,Near Chennai Silks","Few Left, Book Now",Private,9262422811,Himachal Pradesh
City Hospital,"106, G/8A, Palai Main Road (W)Millerpuram Corner,",Unknown,Government,9230240305,Jharkhand
City Hospital,"1708 E, 8Th Lane, Rajarampuri",Unknown,Government,9892538774,Puducherry
City Hospital,"Old Employment Chowk,'B'Wing City Pride Building Vip Road",Unknown,Government,9895955142,Rajasthan
City Hospital & Diagnostic Centre,"Vidyaranya Mag,Behind Alankar Theatreudupi",Unknown,Government,9960715895,Puducherry
City Hospital & Maternity Home,"Sector-16, Faridabad,Haryana-121002","Few Left, Book Now",Private,9267631299,Haryana
City Hospital & Research Centre,"A.T. Road, Near Timkonia Dukmari, Timsukia, Assam-786125",Unknown,Government,9731510748,Assam
City Hospital & Research Centre,"Jail Road, Bohadapur, Gwalior, Madhya Pradesh.",Unknown,Government,9667536934,Madhya Pradesh
City Hospital Pavalam Trauma Centre,4/361 Gandhiji Nagar Trichy Road,Unknown,Government,9349107327,Uttarakhand
City Hospital Pvt Ltd,"Post Box #3525,M.G Road Ernakulam",Unknown,Government,9464000715,Jharkhand
City Hospital Research & Diagnostic Centre,"Pound Garden,Kadri,Dakshina Kannada,",Unknown,Government,9476524755,Delhi
City Hospital& Trauma Centre,"C-1, Cinder Dump Complex.Opp Krishna Cinema Hall",Unknown,Government,9229312512,Chhattisgarh
City Medical Centre,"Badila Guthu Complex1St Main, M.C.C.B Block",Unknown,Government,9289174540,Puducherry
Citycare Hospital & Research Centre Pvt Ltd,"Near Nasardi Bridge,Nasik Poona Road,Dwarka",Unknown,Government,9489372151,Tamil Nadu
Clear Vision Eye Centre,"1-A, Ashoka, 15 Sv Road, St.Theresa'S Convent Schoolsantacruz(W)",Unknown,Government,9421412922,Delhi
Clear Vision Eye Hospital,"3-6-272, Nvk Towers, Opp Telugu Academy Himayathnagar, Hyderabad-500029Quarters Road, Hyderabad.","Few Left, Book Now",Private,9890993097,Tamil Nadu
Clinic Nallam,"86,Eswaran Koil Street",Unknown,Government,9429221676,Tamil Nadu
Cloudnine (A Venture Of Kids Clinic Pvt Ltd,"#1533,9Th Main, Jayanagar 3Rd Block",Unknown,Government,9378584827,Punjab
Cloudnine (Kids Clinic India Pvt. Ltd.),"115, Kodi Halli, Old Airport Road, Bangalore-560017","Few Left, Book Now",Private,9305689479,Madhya Pradesh
Cnr Nursing Home,"4/6,Gandhi Road,Proddatur",Unknown,Government,9971906080,Rajasthan
Coastal Cardiac And Maternity Centre,Danavaipeta Park Beside Hdfc Bank East Godavari,Unknown,Government,9481603239,Nagaland
Coastal Care Hospital,"8Th, Line, Old Club Road, Gunturivarithota, Kothapet, Guntur-522001, Opp Bus Stand, Old Club Road",Unknown,Government,9036548682,Mizoram
Cochin Hospital,Mg Road,Unknown,Government,9122296183,Telangana
Coimbatore Bone And Joint Foundation Pvt Ltd,"#1091-Mettupalayam Road,North Coimbatore Bus Stop,R.S.Puram",Available,Government,9338998738,Manipur
Coimbatore Kidney Centre,"738-B, Puliakulam Road, Coimbatore, Tamilnadu",Available,Government,9365099366,Andhra Pradesh
Colaco Hospital,"Lower Bendore Main Road,Dakshina Kannada,",Unknown,Government,9456465588,Kashmir
Columbia Asia Hospital,"Ib,193,Sector. 3, Salt Lake, Kolkata-700091",Available,Government,9280211646,Arunachal Pradesh
Columbia Asia Hospital,"85-86,Bangalore Mysore Ring Road, Junction, Bannimantap A Layout, Siddiqui Nagar","Few Left, Book Now",Private,9164813034,Bihar
Columbia Asia Hospital Palamvihar,"Block F, Near Gol Chakkar, Sector 23 , Palam Vihar, Gurgaon-122017","Few Left, Book Now",Private,9908033592,Arunachal Pradesh
Columbia Asia Hospital Pvt Ltd,"Kirloskar Business Park, Bellary Road, Hebbal, Bangalore-560024","Few Left, Book Now",Private,9832588559,Haryana
Columbia Asia Hospital Pvt Ltd-Patiala,"#22, Bhupindra Road, Patiala-147001",Unknown,Government,9654367518,Tamil Nadu
Columbia Asia Hospital Pvt.Ltd-Ghaziabad,"Nh-24, Hapur Road, Opp.Bhameta Village Near Land Craft Golf Links, Ghaziabad, Uttar Praesh","Few Left, Book Now",Private,9697163153,Mizoram
Columbia Asia Referral Hospital,"#26/1, 80Feet Dr.Rajkumar Road,Malleshwaran West, Bangalore-560055","Few Left, Book Now",Private,9404863951,Jammu
Columbia Hospital And Research Centre-Nagpur,"Dr. N.B. Khare Marg, Dhantoli, Nagpur, Maharashtra",Limited Seats,Municipal,9299090478,Maharashtra
Combined Medical Institute (P) Ltd,"54, Harawar Road Dehradun-248001",Available,Government,9545267054,Manipur
Comtrust Eye Hospital,"Mini Bye Pass Road, Puthiyara (Post), Calicut-673004, Kerala State",Unknown,Government,9922769359,Kerala
Convenient Hospital Ltd,"Ab Road, Near Lig Tringnee, Indorenear L.I.G. Square,",Available,Government,9084501965,Karnataka
Cosmo Medicals Pvt Ltd,"#8,Phase Viii Sector-62,",Unknown,Government,9435383209,Madhya Pradesh
Cosmo Multispeciality Hospital,"#64,1St Cross,Kalidasa Circle,Srinagar",Unknown,Government,9427457595,Delhi
Cosmopolitan Hospitals (P) Ltd,"Maurinanjapalam,Pattom",Unknown,Government,9963179176,Maharashtra
Cradle Calicut Maternity Care Pvt Ltd,"Nh-17, By Pass Road Airport By Pass Road",Unknown,Government,9530708740,Karnataka
Crescent Hospitals,"37/1,Sivaganga Road,Opp To Aavin Milk Project",Unknown,Government,9173620485,West Bengal
Crescent India Medical Education Trust'S Inamdar Hospital,"Survey, No:- 15, Fatimanagar, Pune","Few Left, Book Now",Private,9555587281,Telangana
Crescent Nursing Home & Iccu,"Near Lokmat Square, Dhantoli,1St Lane,1St Lane, Nagpur-440012.",Limited Seats,Municipal,9800943267,Goa
Criticare Hospital For Children,"Citycentre,Opp Sindhi Colony,Jail Road",Unknown,Government,9583872311,Maharashtra
Criticare Superspeciality Hospital,"Between Hotel Royal Challenge & Cadbury Co.Ltd, E.E. Highway, Thane West.","Few Left, Book Now",Private,9729945919,Arunachal Pradesh
Crystal Eye Centre,"101, Crystal Residency Dockyard Road, Mazagaon",Unknown,Government,9914009018,Haryana
Csi Hospital,No.21.Hospital Roadkanchipuram,Unknown,Government,9694621074,Kashmir
Csi-Church Of South India Hospital,"Post Beg No #4, Hazarat Kambal Posh Roadposh Road,",Unknown,Government,9210142453,West Bengal
Csr Nursing Home,"# 272, 7Th Street Extension,Gandhipuram, Coimbatore-641012",Available,Government,9929734607,Manipur
Cumballa Hill Hospital,"93-95, August Kranti Marg",Unknown,Government,9981130448,Tamil Nadu
Cure Emergency Hospital,"11-2-91/A, Balajinagar, N.S.T Road, Khammam, Andhrapradesh-507001Balajinagar",Unknown,Government,9868131667,Himachal Pradesh
Cure Hospitals,"Plot # 3,Ganesh Nagar Colony,Opp Smt Sarojini Pulla Reddy House,Hasmathpet Road,Bowenpallh",Unknown,Government,9134274424,Kashmir
Cure Well Hospital,"1/53-Sfs,Mansarower",Unknown,Government,9198750545,Andhra Pradesh
Cure Well Hospital,"15-1-46, Srinivasa Colony Opp Mgm Hospital",Unknown,Government,9639970064,Jammu
Cure-Well Nursing Home,Town Hall Road,Unknown,Government,9821780870,Goa
Curewell Hospital Pvt. Ltd.,"19/1-C,New Palasia, Indore",Available,Government,9525101168,Bihar
Curie City Cancer Centre,"Padavalarevu,Gunadala,Krishna",Unknown,Government,9370081656,Delhi
Curie Manavata Cancer Centre,"Mumbai Naka,Opp Mahamarg Bus Stand","Few Left, Book Now",Private,9757971034,Assam
Cuttack Nursing Home,"Markamal Patna,Mangalabag,",Limited Seats,Municipal,9190876937,Haryana
Cygnus Maharaja Arrarsain Hospital,"Opp Devi Mandir, Panipat ,Haryana",Unknown,Government,9063301266,Haryana
D D Eye Institute,#631 Dadabari Main Road Near Cad Circle,Unknown,Government,9334212755,Tripura
D'Souza Hospital,"Ramedi Dhowali Vasai, Thane-401201","Few Left, Book Now",Private,9246102722,Himachal Pradesh
D'Souza Nursing Home,"Opp. Min Gate Ranital Gardens,Nahannahan",Unknown,Government,9737248292,Jammu
D.G. Hospital (Devambika Nursing Home),"274 / 275, Mkp Road, Padmanabhanagar, Puttalingaiah Road, Bangalore-560070","Few Left, Book Now",Private,9121663732,Himachal Pradesh
D.N. Hospital,"Khanna Road, Krishanpura, Panipat, Haryana",Unknown,Government,9625572953,Haryana
D.S.K. Hospital,"# 19, Kadirnagar, Kangeyam Road, Tirupur.",Unknown,Government,9708578968,Punjab
D.S.Kothari Hospital,"Kamala Kutir, Kastirba Chowk,C.P.Tank",Unknown,Government,9288437675,Jharkhand
Dada Laser Eye Institute,"Chaudhari Plaza 1St Floor# 185, M.G. Road,Campchaudhari Plaza, Pune-411001.","Few Left, Book Now",Private,9586471070,Gujarat
Daddenavar Hospital & Research Centre,Ward # 10 & Rural Police Stationnear Rural Police Station,Unknown,Government,9598121937,Tripura
Dafodil Nursing Home(P),"# 276 Canal Street,",Unknown,Government,9839282743,West Bengal
Dahiya Hospital,"Near Iti Chowk, Old Dc Road, Sonepat, Haryana",Unknown,Government,9548257855,Haryana
Dake Hospital,"1St Floor, Suwellar Complex, Uran Karanja Road",Unknown,Government,9374130448,Goa
Daksh Hospital,"#397,Gandhi Nagar,Sch,No 8,Alwar(Rajashtan-301001)",Unknown,Government,9553054895,Delhi
Dakshata Hospital Pvt Ltd,"3375,Subalakshmi Building,College Road",Unknown,Government,9821971105,Jharkhand
Dange Hospital,"M.G. Road, Near Adichundhangiri School, Hassan-573201",Unknown,Government,9680631090,Delhi
Darekar Hospital,"Perne Phata,Poona Nagar Road,Tal Haveli",Unknown,Government,9018208476,West Bengal
Darshan Eye Care Clinic (Savjiani Medico (P) Ltd),"2Nd Floor, Parishram Plaza,Mangla Main Roadmangla Main Road, Rajkot.",Limited Seats,Municipal,9912863964,Kashmir
Darshan Surgical Centre Llp,"Block T-80, New No-24 5Th Main Road",Unknown,Government,9352382752,Nagaland
Dashputra Hospital,"358, Anandnager, Opp, Sankkara Police Station Nagpur-440009",Limited Seats,Municipal,9107616371,Tripura
Datar Nursing Home,"33/34, Morumal Mansion, Opp Bachani Nagar,Off Daftary Road, Malad East.",Unknown,Government,9282909584,Madhya Pradesh
Datt Maternity & Surgical Home,"23, Jawahar Nagar 1Stfloor,S.V. Road",Unknown,Government,9542317131,Uttar Pradesh
Datta Prasad Orthopaedic Nursing Home,"D.No#14-8-38.Netajinagar, 2Nd Lane,Ponnur.",Unknown,Government,9114213553,Tripura
Dattatreya Nursing Home,"Opp Bhandhutva Chs, Datta Mandir Road,Near Vakola Bridge,Santacruz East",Unknown,Government,9481944958,Haryana
Davangere Heart Hospital (Unit Of Suraj Hospital Pvt Ltd),"3639,M.C.Colony 9Th Main",Unknown,Government,9339915059,Assam
Dave Orthopaedic Hospital,"Opp S.T. Bus Station,",Unknown,Government,9369345778,Himachal Pradesh
Dawar Eye Hospital,"Meera Chowk,Jawahar Nagar,Sri Gnga Nagar",Unknown,Government,9630268547,Telangana
Daya Hospital,"A-4/16,Paschim Vihar,New Delhi","Few Left, Book Now",Private,9937252043,Delhi
Dayanand Medical College Hospital,"Civil Lines, Tagore Nagar, Ludhiana-141001",Unknown,Government,9685424858,Kashmir
Dayanand Nursing Home,"47/L-4, Jawahar Quarters Begum Bridge Road",Unknown,Government,9755240250,Mizoram
Dbr & Sk Super Speciality Hospital,"No.18-1-505,Mosque Road,Opp.V.V.Mahal Theatre,Chitoor,",Unknown,Government,9185716201,Madhya Pradesh
Ddmm Heart Instituti,"Mission Road,Nadiad",Unknown,Government,9509611693,Goa
Debipur Netralaya Pvt Ltd,"Near Kristi Cinema Hall,Memari, Burdwan",Unknown,Government,9247023669,Meghalaya
Deccan Hospital,"Opp Ksrtc Depot, Ashwini Extension, Chintamani, Chikballapura-563125",Unknown,Government,9435266970,Karnataka
Deccan Medical Centre Pvt Ltd,"Goods Shed Road, Near Railway Station",Unknown,Government,9115238912,Manipur
Deeksha Hospital,#387/347 Bb Road Nehrunagar Yelahanka Old Town Next To Post Office,Unknown,Government,9785032509,Puducherry
Deendayal Memorial Hospital,"# 926, .C. Road, Shivajinagar, Adjucent To Tukaram Pauka Chowk.",Unknown,Government,9162401333,Himachal Pradesh
Deep Hospital,Opp Punjabi University,Unknown,Government,9785619540,Punjab
Deep Hospital,"Hig-33, Shivajinagar",Unknown,Government,9085293676,Himachal Pradesh
Deep Hospital & Research Centre,"Khatipura Road,Satya Nagar Mode Jhotwara,",Unknown,Government,9645568538,Gujarat
Deep Intensive And Critical Care,"B/4, Maharani Shool, Near Sursagar, Raopura",Unknown,Government,9429671838,Telangana
Deep Medical Center,"Site No 1, Sector - 16A Mkt Road,Faridabad","Few Left, Book Now",Private,9084640629,Delhi
Deep Nursing Home,College Road,Unknown,Government,9190991363,Rajasthan
Deep Nursing Home,Collage Road Barnala-148101,Unknown,Government,9370447080,Kerala
Deep Nursing Home,"Kalyan Road, Ashok Nagar, Bhiwandi, Thane.","Few Left, Book Now",Private,9491777078,Haryana
Deep Nursing Home & Children Hospital,"481-R,Model Town",Unknown,Government,9425009394,Goa
Deepa Hospital,"# 27,Old Madra Road K.R. Puram Ext Bangalore","Few Left, Book Now",Private,9249652294,Jharkhand
Deepa Hospital (Tsunami Project Only),"Karuvatta Post, Haripad, Alappuzha",Unknown,Government,9482890950,Uttarakhand
Deepa Kannan Hospital,"# 33,Muthunagar,Karur",Unknown,Government,9400547109,Jharkhand
Deepa Nursing Home,"Chikmanglur, Karnataka",Unknown,Government,9265886819,Karnataka
Deepa Nursing Home,"Kunnummal,Kanhangad",Unknown,Government,9411324778,Punjab
Deepak Hospital,"259, 33Rd Cross, Kanakapura Main Road, 7Th Block, Jayanagar-560082",Unknown,Government,9022222527,Jammu
Deepak Hospital,"Holy Complex,Near Sai Petrol Pump,Opp White House Hotel,Mira Bhayandar Mira Road East,Thane","Few Left, Book Now",Private,9927755304,Haryana
Deepak Memorial & Medical Research Centre,"5, Institutional Area, Vikas Marg Ex Ii,Vikas Marg Ex 11,",Unknown,Government,9522451647,Tripura
Deepak Nursing Home,"Plot No 84, (Dc)Saheed Nagar,",Unknown,Government,9625063763,Madhya Pradesh
Deepam Eye Hospital,"#72,Medavakkam,Tank Road,Kilpauk",Unknown,Government,9685119674,Chhattisgarh
Deepam Hospital,"#327, Muthurangam Road,Tambaram(West),Kanchipuram,West Tambaram",Unknown,Government,9242842135,Andhra Pradesh
Deepam Hospital,"687, Trichy Road.",Unknown,Government,9125860057,Punjab
Deepam Hospital,"#128,Ayya Gounder Street,Opp Police Station",Unknown,Government,9396238777,Kashmir
Deepam Hospital Ltd,"30, Ayyasamy Street,",Unknown,Government,9350826768,Nagaland
Deepam Hospital Ltd,"107-A, Gst Road, Chennai","Few Left, Book Now",Private,9659808514,Puducherry
Deepam Hosptial (Tsunami Project Only),"Kayamkulam, Kanaalloor North,Pattoli Market Post.",Unknown,Government,9631526288,Maharashtra
Deepan Hospital,"Khasra 139-140, Najafgarh Raod, Kapashera.",Unknown,Government,9411262662,Sikkim
Deepashri Hospital (A Unit Of Cadms Trust),#86. 2Nd Main 16Th Cross Malagala Nagarabhavi 2Nd Stage Bangalore560072,"Few Left, Book Now",Private,9632482194,Manipur
Deepika Eye Care Hospital,"1564/4D,Chengalpet Road",Unknown,Government,9992593729,Uttar Pradesh
Deepjyoti Hospital Pvt Ltd,"Crown Complex,Sharanpur Road, Opp Rajiv Gandhi Bhavan",Unknown,Government,9241133715,Kashmir
Deepshikha Orthopaedic Hospital,"P-Square, 1-C-19 (Sfs) Talwandi",Unknown,Government,9758116249,Nagaland
Deepthi Hospital,"31-A,Mohanur Road",Unknown,Government,9256726198,Delhi
Deepthi Nursing Home,"Sbi Railway Road, Brindavanam, Psr",Unknown,Government,9027080727,Chhattisgarh
Delhi Heart And Lung Institute,#3Mm Ii Panchkuian Road New Road-110055New Delhi,"Few Left, Book Now",Private,9269911050,Delhi
Delhi Hospital & Maternity Home,"# 1151, Urban Estate, Jind,Haryana-126102",Unknown,Government,9518454768,Haryana
Delhi Hospital & Nursing Home,"Rohtak Road,Bahadur Garh.",Unknown,Government,9776164382,Chhattisgarh
Delhi Hospital & Temple Nursing Home,"#1, Ansari Road, Darya Ganj,New Delhi-110002.","Few Left, Book Now",Private,9303377523,Delhi
Delhi Nursing Home,Bibiwala Road,Unknown,Government,9727764949,Nagaland
Deodhar Eye Hospital,"#39/25, Erandawane, Karve Rd,",Unknown,Government,9057794671,Jharkhand
Deokate Hospital,Indapur Road,Unknown,Government,9219776178,Chhattisgarh
Deoki Hospital,"Ahibaranpur,Sitapur Road,",Unknown,Government,9897121226,Sikkim
Deshmukh Hospital,"#17, Dr.Hedgewar Marg,Station Road,",Unknown,Government,9211637727,Andhra Pradesh
Deshpande Hospital,"Anandi Bazar, Patwardhan Chowk,Anandi Bazar",Unknown,Government,9359734353,Jammu
Deshpande Hospital,"Parekh B Towers, Biaroba Nala, Fatimanagar",Unknown,Government,9949363809,Haryana
Desun Hospital & Heart Institute,"Em By Pass,Kasba Gol Park",Unknown,Government,9636838589,Karnataka
Dev Eye Hospital,"#405,Pratham Mangal Complex,Opp Vasna Telephone Exchange,Vasna",Unknown,Government,9449849223,Maharashtra
Dev Hospital Dev Seva Trust,"Kesariyaji Bus Stop, Vasna Jivraj Mehta Hosp. Road,Vasna Ahmedabad-380007","Few Left, Book Now",Private,9264596090,Madhya Pradesh
Dev Nandini Hospital,"Garh Road,Hapur",Unknown,Government,9521168700,Mizoram
Dev Nursing Home,"Shilpa Appartment, Ist Floor, Shankar Ghanekar Marg, Off Gokhale Road S), Dadar W-400028Shankar Ghanekar Marg,",Unknown,Government,9558506701,Meghalaya
Deva Matha Hospital,"Koothattukulam, Ernakulam Distkerala",Unknown,Government,9989033136,Kerala
Devadhar Nursing Home,"S.No. 901, Near Tapovan Mandir,Pimpri.",Unknown,Government,9034281726,Haryana
