Hospital Name,Address,Availability,Type of Hospital/Health facility,Contact
Priyank Nursing Home,"Sayani Rd, Prabhadevi",Available,Private,24220404/9594113946
Worli Hospital for Women,"Dr. Annie Besant Rd, Worli",Available,Private,24224241/2432 / 9220
Nirmala Maternity & Surgical HospitalÂ ,"NM Joshi Marg, Subhash Nagar",Available,Private,23012732/23062035/23073446
V N Desai Municipal Gen Hospital,"Rd Number 11, Golibar, Santacruz East",Available,Municipal,9869004189
Urban Health Centre,"60 Feet Road, Dharavi","Few Left, Book Now",Government,2226425611
Asian Heart Institute & Research Centre,Bandra Kurla Complex,Available,Private,9820027691
Guru Nanak Hospital & Research Centre,"Gandhi Nagar, Bandra East",Available,Private,9833090756
Shivam Nursing Hospital,"Hari Mandir Road, Bandra East",Available,Private,9821225485
Shakuntala Chitra Nursing Home,"Kherwadi, Bandra East",Available,Private,9819000099
Agarwal Children Hospital,"Gandhi Nagar, Bandra East",Available,Private,9820051571
M S Niron Hospital Pvt Ltd,"Vakola, Santacruz East",Available,Private,9869001464
RK Hospital,"Near Railway Station Santacruz, Santacruz East",Available,Private,9867135786
Sona Hospital,"Vakola Bridge, Santacruz East",Available,Private,9820062622
Asha Pediatric Hospital,"Vidya Nagari, Kalina, Santacruz East",Available,Private,9773760367
Wellcare Hospital,"Kalina, Santacruz East",Available,Private,9892969813
Ashwin Maternity And Surgical Nursing Home,"Sen Nagar, Santacruz East",Available,Private,9022303912
Astha Surgical Clinic,"Sen Nagar, Santacruz East",Available,Private,9869124305
Dattatray Nursing Home,"Vakola, Santacruz East",Available,Private,9821517451
Deepak Sheth Nursing Home,"Sen Nagar, Santacruz East",Available,Private,9892983437
Durga Maternity Surgical Home,"Kolivery Village, Kalina",Available,Private,9820399378
Laxmi Surgical Clinic & Nursing Home,"Kherwadi, Bandra East",Available,Private,9869030132
M.S.Pallavi Maternity and Mothercare Centre,"Khernagar, Bandra East",Available,Private,9820120668
M.S.Saideep Nursing Home,Santacruz East,Available,Private,98200008257
Poojari Nursing Home,"Government Colony, Bandra East",Available,Private,9819581215
Prashanti Medical Centre and Nursing Home,"Kalina, Santacruz East",Available,Private,9892686474
Prathamesh Maternity and Nursing Home,"Gandhi Nagar, Bandra East",Available,Private,9820120668
Prerna Nursing Home,"Gomes co-op housing society, Santacruz East",Available,Private,8097719926
Pushpakunj Nursing Home,"Sen Nagar, Santacruz East",Available,Private,9821213456
Raut Maternity Home,"Kalina village, Santacruz East",Available,Private,9820183757
Sai Sanjeevani Hospital,"Shastri Colony, Santacruz East",Available,Private,7021485474
Shastri Nursing Home,"Shanti Nagar, Vakola, Santacruz East",Available,Private,9870552556
Sherekar Nursing Home,"Kalina, Santacruz East",Available,Private,8425861696
Siddhi Nursing Home,"Sahar Road, Andheri East",Available,Private,9821223642
Silver Coin Nursing Home,Vakola Pipeline Santacruz East,Available,Private,9819998100
Upadhyay Nursing Home,"Moiz Apartment, 12th Rd, Santacruz East",Available,Private,9920490907
Visual Eyez Clinic,"Kalina CHS, Santacruz East",Available,Private,9819601494
M/s. Samarth Eye Care And Laser Centre,"Vakola, Santacruz East",Available,Private,9819120066
Aastha Eye Care,"Old Anand Nagar, 4th Road, Santacruz East",Available,Private,9869124305
Tanaya Nursing Home,"Jagat Vidya Marg, Bandra East",Available,Private,9167710136
Sparsh Nursing Home,"7th Road, Khar, Golibar, Khar East",Available,Private,7400107576
K B Bhabha Hospital,"Water Field Road, Bandra (W)",Available,Municipal,"26422775, 26422541"
Lilavati Hospital,"Bandra Reclamation Rd, Bandra West",Available,Private,"50598000, 50591000"
Holy Family Hospital,"Hill Road, Bandra West",Available,Private,62670555
Agrawal Nursing Home,"Ann Ville, Bandra West",Available,Private,35009208
Pali Nursing Home,"Manuel Gonsalves Rd, Bandra West",Available,Private,"26420372, 26426778"
GM Medical CentreÂ ,"S.V. Road, Khar (W)",Available,Private,9323466267
Mahavir Medical Research Centre,"Ahimsa Marg, Khar West",Available,Private,2.60E+15
Dr. Gupte Surgical Hospital Ltd,"S V Road, Khar West",Available,Private,26483025
Shri Mangal Nursing Home,"Besant Rd, Santacruz West",Available,Private,"26465768, 9820214492"
Shanti Nursing Home,"Santosh Nagar, Bandra West",Available,Private,"26421144, 26423563"
Surya Children's Nursing Home,"Swami Vivekananda Rd, Santacruz West",Available,Private,"61538989, 61538904"
Mahatma Gandhi Seva Mandir,"S.V. Road, Bandra West",Available,Private,"26551752, 26558458"
ESIS Hospital,"MIDC, Andheri East","Few Left, Book Now",Government,9999885368Â 
HBT (Thackeray) Trauma Care,"Sai Siddhi complex, Jogeshwari East",Available,MunicipalÂ ,022-28224080/81/84/86
Seven Hills Hospital,"Marol,Â  Andheri East",Available,Private,"67676766, 9769992945"
Rainbow Women's Hospital,"Chakala, Andheri East",Available,Private,2.83E+17
Dhanwantri Kerala Ayurved,"Chakala, Andheri East",Available,Private,"32549763, 28204295"
Sanghvi Hospital,Lokhandwala Complex,Available,Private,66951210
Kiran Care & Cure Hospital,"JB Nagar, Andheri East",Available,Private,9820134683
Holy Spirit Hospital,"Sher E Punjab Colony, Andheri East",Available,Private,2228248500/1/2/3/4/5
Mangala Hospital,"Bamandaya pada, Andheri East",Available,Private,022-29250544
Sanjeevani Hospital,"Sahar Rd, Andheri East",Available,Private,022-26833939
Sir H N Reliance Hospital,"Raja Ram Mohan Roy Rd, Girgaon",Available,Private,7738162050
Sugun Hospital,"Marol, Andheri East",Available,Private,022-66869906
All Cure Super Speciality Hospital,"Station Road, Jogeshwari East",Available,Private,7710049996
Criticare Multi Speciality Hospital,"Teli Gali, Andheri East",Available,Private,8879026070/8291100248
Goel Hospital,"J B Nagar, Andheri East",Available,Private,9820044753
Hashir Hospital,"Marol, Andheri East",Available,Private,7709776057
BSES Municipal Gen Hospital,"Lohana Colony, Andheri West",Available,Municipal,26283557 9930366512
Dr. R N Cooper Hospital,"JVPD Scheme, Juhu",Available,Municipal,26207254/57
Sanghvi Hospital,"Lokhandwala Complex, Andheri West",Available,Private,6695 1210
Cozy Clinic & Nursing Home,"Seven Bungalow, Andheri West",Available,Private,2631 6226
Dr Bhabha Hospital,"Waterfield Road, Bandra West",Available,Municipal,26503145 9833036685
Arpan General Hospital,"Brahmanwadi, Kurla West",Available,Private,"26500612, 26509852"
Dr. Zikruallah Khan Habib Hospital,"Lal Bahadur Shastri Marg, Kurla West",Available,Private,8691940150
Neelam Nursing Home,"Lal Bahadur Shastri Marg, Kurla West",Available,Private,9699813530
Kohinoor Hospital,"Lal Bahadur Shastri Marg, Kurla West",Available,Private,9022252267
Aryan Hospital,"Nehru Nagar, Station Road, KurlaÂ ",Available,Private,9320555777
Disha Hospital,"Bhagwat Bhavan Building, Kurla West",Available,Private,7304028844
Paramount Nursing Home,"Andheri Kurla Road, Andheri East",Available,Private,28590064
Shatabdi Hospital,"Govandi East, Chembur",Available,Municipal,25564069/70/71
Maa Hospital,"Ramakrishna Chemburkar Marg, Chembur East",Available,Municipal,25220333/34
Deonar Maternity Home,"Deonar Municipal Colony, Govandi East",Available,Municipal,25563396
RCF Hospital,"Aziz Baug, Chembur East","Few Left, Book Now",Government,25563137
Noor Hospital,"Shivaji Nagar, Market Road, Govandi West",Available,Private,7582841617
Nova Medical Centre,"Swastik Chamber,Chembur",Available,Private,43344600
Jagannath Maternity & Nursing Home,"Baiganwadi, Govandi East",Available,Private,9930515102
Saibaba Nursing Home,Akurli Nagar,Available,Private,9702786055
Meenaz Hospital,"Shivaji Nagar, Govandi West",Available,Private,9833876612
Charu Nursing Home,"Azad Nagar, Chembur",Available,Private,9029882580
Sandhya Nursing Home,"Gulab Park Colony, Chembur",Available,Private,
Vikas Nursing Home,"Shivaji Nagar, Govandi West",Available,Private,9821407740
Dr. Das Hospital,"Chembur Gaothan, Chembur",Available,Municipal,25281960/25282101
Inlaks General Hospital,"Indira Nagar, Chembur",Available,Municipal,25204160/25204161
Sushrut Hospital & Research Centre,"Swastik Park, Chembur (East)",Available,Municipal,2.53E+15
Kher Hospital,"Chembur Gaothan, Chembur","Few Left, Book Now",Government,25284095/25280812
Mangal Anand Hospital,"Sion-Trombay Road, Chembur,",Available,Private,2.52E+15
Dr. Sanjay Kedare Hospital,"DK Sandu Marg, Chembur",Available,Private,2.53E+15
Ameeta Nursing Home,"Chembur Gaothan, Chembur",Available,Private,992039167/25284469
Amarnath Children Hospital,"Sion - Trombay Rd, Chembur",Available,Private,"25212337, 9821020598"
Ashirwad Hospital & Polyclinic,"Ghatla, Chembur",Available,Private,25211951/67988590/25
Matoshree Ramabai Ambedkar Maternity Home,"Postal Colony, Chembur",Available,Municipal,25221726
Disha Polyclinic & Nursing Home,"Opposite Bmc M Ward Office, Chembur",Available,Private,25274260
Kolekar Hospital,"Ambedkar Garden, Chembur",Available,Private,"25201157, 25201180"
Lakshmi Maternity Home,"11th Rd, Sampoorna, Chembur",Available,Private,"25283930, 25280491"
"Manju Nursing Home, Sindhi Society","Sindhi Society, Chembur",Available,Private,25227968
Markar Hospital,"Sanduwadi, Chembur",Available,Private,25277576
Shree Hosptial,"Ambedkar Garden, Chembur",Available,Private,"25288617, 9833693682"
Sunny Hospital,"Sunny Estate, Chembur",Available,Private,"25225745, 25293013"
Swastik Hospital,"Swastik Park, Chembur",Available,Private,66841234 9820028557
Rajawadi Hospital,"Rajawadi Colony, Ghatkopar East",Available,Municipal,"2102 4150, 2102 4151/2/3"
Sant Muktabai Hospital,"Barve Nagar, Ghatkopar West",Available,Municipal,"2512 6088, 2515 3771"
Sarvoday Hospital,"L B S Marg, Ghatkopar West",Available,Private,25152332
Nulife Hospital,"Jivdaya Lane, Ghatkopar West",Available,Private,2509.970588
Satyam Nursing Home,"L B S Marg, Ghatkopar West",Available,Private,2500 4409
Parekh Hospital,"Khokani Lane, Ghatkopar East",Available,Private,67827000
Pancholi Hospital,"Garodia Nagar, Ghatkopar East",Available,Private,2506 6108
M W Desai Hospital,"Lower Govind Nagar, Malad East",Available,Municipal,9769607245
SK Patil Hospital,"Pushpa Park, Malad East",Available,Municipal,7506740540
Veena Nursing Home,"Poddar Rd, Malad East",Available,Private,9821225471
Raj Nursing Home,"Pushpa Park, Malad East",Available,Private,9820132118
Ever Shine Nursing Home,"New Link Road, Malad West",Available,Private,9867317681
"Siddharth Hospital, Goregaon (W)","Aarey Rd, Goregaon West",Available,Municipal,"28736848, 28773337"
Gokuldham Medical Centre,"Gokuldham Colony, Goregaon",Available,Private,2842 2716
Vasudha Hospital,"Film City Road, Goregaon",Available,Private,"2840 3115, 2849 3115"
Vaidya Hospital,"Film City Road, Goregaon",Available,Private,2849 2201
Life Line Medicare Hosp,"Gokuldham Medical Center, Goregaon East",Available,Private,"28402506, 28402507"
Matoshree Gomati Hospital,"Mahatma Gandhi Road, Goregaon West",Available,Private,61615716
"Bhagwati Hospital, Borivali","Mandapeshwar, Borivali West",Available,Municipal,28932461/62/63
Karuna Hospital,"LIC Colony Rd, Borivali West",Unknown,Trust,"28934698, 61594698"
Mandapeshwar Hospital,"Near Sudhir Phadke Flyover, Borivali West",Available,Private,2893 8685
Sanjeevani Hospital,"Near Ravindra Hotel, DahisarÂ ",Available,Private,2828 3212
Gandhi Nursing Home,"Mandpeshwar Road, Borivali West",Available,Private,2895 4255
Silverline Hospital,"Mhatre Wadi, Dahisar West",Available,Private,28920276
Dr Babasaheb Ambedkar Hospital (Shatabdi Hospital),"Parekh Nagar, Kandivali West,",Available,Municipal,"28647003/4, 9930468571"
ESIS Hospital,Kandivali,"Few Left, Book Now",Government,"28877501, 9821253642"
Mangalmurti Hospital,"Malwani Police Station Road, Malad West",Available,Private,"28691232, 28693958"
SanchaitiÂ ,"Akurli Rd, Kandivali",Available,Private,"40672800, 28851659"
KCS Bansali Maternity HomeÂ ,"Mhatre Wadi, Borivali West",Available,Municipal,"28052235, 9930781642"
Charkop Maternity Home,"Charkop Gaon, Kandivali West",Available,Municipal,"28679699, 9769394785"
Krantijyoti Savitribai Phule Maternity HomeÂ ,"L.B.S, Maruti Mandir Road",Available,Municipal,2.87E+15
Dr. Ajmera HospitalÂ ,SV Road,Available,Private,2.81E+17
Dr. Patel Nursing Home,"Mhatre Wadi, Borivali West",Available,Private,2.90E+15
Aanand Nursing Home,"Near Sona Theater, BorivaliÂ ",Available,Private,2.90E+15
Purnima HospitalÂ ,"Daulat Nagar, BorivaliÂ ",Available,Private,"28949968, 28945328"
Mata Balak Maternity Home,"Siddharth Nagar, Kandivali",Available,Private,9892014360
Savitribai Phule Maternity Home,"Maruti Mandir Rd, Bhandup",Available,Municipal,25947116/9869816160
Ambedkar Maternity Home,"Tagore Nagar, Vikhroli",Available,Municipal,2.57E+17
Jyotiba Phule General Hospital,"Kannamwar Nagar II, Vikhroli",Available,Municipal,02225662318/9869013598
L.B.S Maternity HomeÂ ,"Dina Bama Estate, Bhandup",Available,Private,02225662318/9869013598
Fortis Hospital,"Nahur West, Industrial Area, Bhandup West",Available,Private,"49254295, 43654365"
Madhu Polyclinic and Nursing Home,"Sarvodaya Nagar, Bhandup West",Available,Private,25959802/9820153566
Central Health Home Hospital,"Dreams Building, Bhandup",Available,Private,21664001
Dr. Malwankar Romeen Nursing Home,"Gamdevi Road, Bhandup West",Available,Private,9820030022
Gaurav Maternity and Surgical Hospital,"Jaydev Singh Nagar, Bhandup West",Available,Private,9821391780/02225949194
Dr Badwaik Hospital,"Bhandup Village Rd, Nahur West",Available,Private,25661297
Powai Polyclinic and Hospital,"Near South Indian Bank, Powai",Available,Private,9820102602/022257807
Agarwal Municipal General HospitalÂ ,Panch Rasta-Mulund West,Available,Municipal,25645524
Veer Savarkar Hospital,"Hanuman Chowk, Mulund East",Available,Municipal,21636229
ESIS Hospital,MulundÂ ,"Few Left, Book Now",Government,25645524
Heera Monghi Hospital,"Near Kalidas Natya Gruh, Mulund West,",Available,Private,"25915577, 25600550"
Dhanvantari Hospital,"Siddharth Nagar, Mulund West",Available,Private,"25616070, 25644706"
Sushrusha Hospital,"Shreenat Plaza L.T Road, Mulund East",Available,Private,"21639361, 21639365"
